ID_Veh,SpecCarMakeName,SpecCarType,SpecCarFuelType,SpecCarBodyType,FirstCarDrivingDate,SpecCarPower,groupe_tarification_vehicule,date_debut_construction,date_fin_construction,classe_tarification_vehicule,puissance_reel_vehicule,valeur_a_neuf_vehicule,categorie_commerciale_vehicule,qualification_vehicule_vert,code_type_frequence_rcm,code_type_frequence_rcc,code_type_cout_rcm,code_type_frequence_dta,code_type_cout_dta,code_type_frequence_vol,code_type_cout_vol,code_type_frequence_bdg,code_type_cout_bdg,code_vente_vehicule
RE07733,RENAULT,CLIO,CARB,BER,08/2005,5,9,2004,2007,A,75,13400,B2,0,5,7,4,6,7,6,5,5,6,99
RE07734,RENAULT,MODUS,DIES,BER,08/2005,4,10,2004,2007,B,98,14400,B2,0,5,6,4,7,11,5,5,5,6,99
RE07735,RENAULT,CLIO,CARB,BER,07/2005,7,11,2004,2007,A,110,13800,B2,0,5,6,4,7,11,6,6,5,6,99
RE07736,RENAULT,CLIO,DIES,BER,08/2005,5,10,2004,2007,B,100,16100,B2,0,5,8,4,7,11,5,6,8,6,99
RE07737,RENAULT,CLIO,CARB,BER,08/2005,5,9,2004,2007,A,75,12500,B2,0,7,7,4,6,7,5,5,5,6,99
RE07738,RENAULT,MODUS,DIES,BER,08/2005,4,10,2004,2007,A,98,12500,B2,0,5,6,4,7,8,5,5,5,6,99
RE07739,RENAULT,CLIO,DIES,BER,07/2005,4,9,2004,2007,A,80,14100,B2,0,7,9,4,7,12,6,5,7,6,99
RE07740,RENAULT,CLIO,CARB,BER,07/2005,4,8,2004,2007,A,60,12150,B2,0,5,7,4,5,7,7,5,5,6,99
RE07741,RENAULT,CLIO,CARB,BER,08/2005,5,9,2004,2007,A,75,12800,B2,0,7,7,4,6,7,5,5,5,6,99
RE07742,RENAULT,CLIO,CARB,BER,08/2005,5,9,2004,2007,A,75,13400,B2,0,7,7,4,6,7,5,5,5,6,99
RE07743,RENAULT,MODUS,DIES,BER,08/2005,4,10,2004,2007,A,98,13400,B2,0,5,6,4,7,8,5,5,5,6,99
RE07744,RENAULT,CLIO,DIES,BER,07/2005,4,8,2004,2007,A,65,14100,B2,0,7,9,4,6,10,5,5,7,6,99
RE07745,RENAULT,CLIO,DIES,BER,07/2005,4,9,2004,2007,B,80,15000,B2,0,7,9,4,7,12,6,6,7,6,99
RE07746,RENAULT,CLIO,CARB,BER,08/2005,5,9,2004,2007,A,75,13300,B2,0,7,7,4,6,7,5,5,5,6,99
RE07747,RENAULT,CLIO,CARB,BER,08/2005,5,9,2004,2007,A,75,13900,B2,0,7,7,4,6,10,5,5,5,6,99
RE07748,RENAULT,MODUS,DIES,BER,08/2005,4,10,2004,2007,B,98,14900,B2,0,5,6,4,7,11,5,5,5,6,99
RE07749,RENAULT,CLIO,CARB,BER,07/2005,7,11,2004,2007,B,110,14300,B2,0,5,6,4,7,11,6,6,5,6,99
RE07750,RENAULT,CLIO,DIES,BER,08/2005,5,10,2004,2007,B,100,16600,B2,0,5,8,4,7,11,5,6,8,6,99
RE07752,RENAULT,CLIO,GPL,BER,07/2005,4,8,2004,2007,A,60,12600,B2,1,6,7,4,4,7,6,5,4,6,99
RE07753,RENAULT,CLIO,GPL,BER,07/2005,4,8,2004,2007,A,60,13100,B2,1,6,7,4,4,7,6,5,4,6,99
RE07754,RENAULT,CLIO,CARB,BER,07/2005,4,8,2004,2007,A,60,11000,B2,0,5,7,4,5,6,7,5,5,6,99
RE07755,RENAULT,CLIO,CARB,BER,08/2005,5,9,2004,2007,A,75,11650,B2,0,5,7,4,6,6,6,5,5,6,99
RE07756,RENAULT,CLIO,DIES,BER,07/2005,4,9,2004,2007,A,70,13050,B2,1,7,9,4,6,7,5,5,7,6,99
RE07757,RENAULT,CLIO,CARB,BER,07/2005,4,8,2004,2007,A,60,11500,B2,0,5,7,4,5,6,7,5,5,6,99
RE07758,RENAULT,CLIO,CARB,BER,08/2005,5,9,2004,2007,A,75,12150,B2,0,7,7,4,6,7,5,5,5,6,99
RE07759,RENAULT,CLIO,DIES,BER,07/2005,4,9,2004,2007,A,70,13550,B2,1,7,9,4,6,10,5,5,7,6,99
RE07760,RENAULT,CLIO,CARB,BER,07/2005,4,8,2004,2007,A,60,12150,B2,0,5,7,4,5,7,7,5,5,8,99
RE07761,RENAULT,CLIO,CARB,BER,08/2005,5,9,2004,2007,A,75,12800,B2,0,5,7,4,6,7,6,5,5,8,99
RE07762,RENAULT,CLIO,DIES,BER,07/2005,4,9,2004,2007,A,70,14200,B2,1,7,9,4,6,10,5,5,7,8,99
RE07763,RENAULT,CLIO,CARB,BER,07/2005,4,8,2004,2007,A,60,12650,B2,0,5,7,4,5,7,7,5,5,8,99
RE07764,RENAULT,CLIO,CARB,BER,08/2005,5,9,2004,2007,A,75,13300,B2,0,7,7,4,6,7,5,5,5,8,99
RE07765,RENAULT,CLIO,DIES,BER,07/2005,4,9,2004,2007,B,70,14700,B2,1,7,9,4,6,10,5,5,7,8,99
RE07766,RENAULT,CLIO,CARB,CLE,07/2005,7,8,2004,2007,A,60,10465,B2,0,6,10,5,4,5,9,2,5,4,99
RE07767,RENAULT,CLIO,CARB,BER,07/2005,4,8,2005,2013,A,60,11100,B2,0,5,7,4,5,6,7,5,5,6,99
RE07768,RENAULT,CLIO,GPL,BER,07/2005,4,8,2005,2013,A,60,12700,B2,1,6,7,4,4,7,6,5,4,6,99
RE07769,RENAULT,MODUS,DIES,BER,08/2005,4,11,2005,2009,A,98,12350,B2,0,5,6,4,7,8,5,5,5,6,99
RE07770,RENAULT,CLIO,DIES,BER,07/2005,4,9,2005,2009,A,70,13250,B2,1,7,9,4,6,7,5,5,7,6,99
RE07771,RENAULT,CLIO,CARB,BER,07/2005,4,8,2005,2010,A,60,12250,B2,0,5,7,4,5,7,7,5,5,6,99
RE07772,RENAULT,MODUS,DIES,BER,08/2005,4,11,2005,2010,A,98,13500,B2,0,5,6,4,7,11,5,5,5,6,99
RE07773,RENAULT,CLIO,DIES,BER,07/2005,4,9,2005,2009,A,70,14400,B2,1,7,9,4,6,10,5,5,7,6,99
RE07774,RENAULT,CLIO,CARB,BER,07/2005,4,8,2005,2013,A,60,11600,B2,0,5,7,4,5,6,7,5,5,6,99
RE07775,RENAULT,CLIO,GPL,BER,07/2005,4,8,2005,2013,A,60,13200,B2,1,6,7,4,4,7,6,5,4,6,99
RE07776,RENAULT,MODUS,DIES,BER,08/2005,4,11,2005,2009,A,98,12850,B2,0,5,6,4,7,8,5,5,5,6,99
RE07777,RENAULT,CLIO,DIES,BER,07/2005,4,9,2005,2009,A,70,13750,B2,1,7,9,4,6,10,5,5,7,6,99
RE07778,RENAULT,CLIO,CARB,BER,07/2005,4,8,2005,2012,A,60,12750,B2,0,5,7,4,5,7,7,5,5,6,99
RE07779,RENAULT,MODUS,DIES,BER,08/2005,4,11,2005,2010,A,98,14000,B2,0,5,6,4,7,11,5,5,5,6,99
RE07780,RENAULT,CLIO,DIES,BER,07/2005,4,9,2005,2009,B,70,14900,B2,1,7,9,4,6,10,5,5,7,6,99
RE07781,RENAULT,CLIO,CARB,CLE,07/2005,7,8,2005,2012,A,60,10884,B2,0,6,10,5,4,5,9,2,5,4,99
RE07783,RENAULT,CLIO,DIES,CLE,07/2005,6,10,2005,2009,A,70,12917,B2,0,7,10,5,6,6,6,2,7,4,99
RE07784,RENAULT,CLIO,DIES,CLE,07/2005,6,10,2005,2009,A,70,14232,B2,0,7,10,5,6,6,6,2,7,4,99
RE07802,RENAULT,MODUS,DIES,BER,08/2005,4,11,2005,2011,A,98,14450,B2,0,5,6,4,7,11,5,5,5,6,99
RE0A003,RENAULT,CAPTUR II,CARB,VTC,02/2022,7,14,2018,9999,C,130,22100,B,0,4,3,10,5,10,4,9,7,10,99
RE0A005,RENAULT,CAPTUR II,DIES,VTC,02/2022,6,12,2018,9999,D,115,26000,B,1,5,4,10,5,9,3,9,9,10,99
RE0A013,RENAULT,CAPTUR II,CARB,VTC,02/2022,8,15,2018,9999,D,155,27300,B,0,4,3,10,5,10,4,11,7,10,99
RE0A018,RENAULT,CAPTUR II,DIES,VTC,02/2022,5,11,2019,9999,C,95,23200,B,1,6,5,10,5,8,3,8,9,10,99
RE0A030,RENAULT,CAPTUR II,CARB,VTC,02/2022,5,10,2019,9999,C,90,21750,B,0,6,4,10,4,9,3,8,6,10,99
RE0A038,RENAULT,CAPTUR II,EH,VTC,02/2022,7,15,2020,9999,D,140,25050,B,0,5,3,10,4,8,4,10,6,10,99
RE0A040,RENAULT,CAPTUR II,EH,VTC,02/2022,5,11,2020,9999,D,94,27100,B,1,6,4,10,4,9,3,9,6,8,99
RE0A048,RENAULT,CAPTUR II,GPL,VTC,02/2022,5,11,2020,9999,C,100,21750,B,1,6,4,10,4,8,3,8,6,8,99
RE0A052,RENAULT,CAPTUR II,EE,VTC,02/2022,5,10,2020,9999,E,92,32250,B,0,7,4,10,4,11,3,11,6,8,99
RE0A054,RENAULT,CAPTUR II,EH,VTC,02/2022,8,15,2020,9999,E,160,31300,B,0,4,3,10,4,10,4,12,6,8,99
RE0B001,RENAULT,ARKANA,EH,VTC,02/2022,7,15,2020,9999,E,140,29700,M1,0,3,3,11,4,11,6,11,6,13,99
RE0B005,RENAULT,ARKANA,EH,VTC,02/2022,5,11,2020,9999,E,94,31200,M1,1,5,4,10,3,10,3,11,5,13,99
RE0B016,RENAULT,ARKANA,EH,VTC,02/2022,8,15,2021,9999,F,158,34750,M1,0,3,3,11,4,11,6,12,6,11,99
RE0C001,RENAULT,KANGOO III,CARB,LSP,02/2022,5,9,2020,2024,D,100,24900,M1,0,5,3,8,4,9,2,5,6,11,99
RE0C003,RENAULT,KANGOO III,DIES,LSP,02/2022,5,9,2020,2024,D,95,25900,M1,0,5,4,8,4,9,2,5,8,11,99
RE0C024,RENAULT,KANGOO III,CARB,LSP,02/2022,7,11,2021,9999,E,130,30600,M1,0,4,2,8,4,12,3,10,6,10,99
RE0C025,RENAULT,KANGOO III,DIES,LSP,02/2022,6,10,2021,9999,E,115,31500,M1,0,5,4,8,4,11,2,9,8,10,99
RE0C048,RENAULT,KANGOO III,ELEC,LSP,02/2022,4,11,2021,9999,G,120,42200,M1,1,3,2,8,2,8,3,10,3,10,99
RE0C048,RENAULT,KANGOO III,ELEC,LSP,02/2022,4,11,2021,9999,G,120,42200,M1,1,3,2,8,2,8,3,10,3,11,99
RE0C051,RENAULT,KANGOO III,ELEC,FTE,02/2022,8,13,2022,9999,G,120,43440,M1,1,3,2,8,2,8,5,11,3,9,99
RE0C054,RENAULT,KANGOO III,CARB,FTE,02/2022,6,14,2022,9999,E,130,31320,M1,0,4,3,8,4,12,5,10,6,9,99
RE0C059,RENAULT,KANGOO III,DIES,FTE,02/2022,5,12,2022,9999,E,115,33240,M1,0,5,5,8,4,11,4,9,8,9,99
RE0D001,RENAULT,EXPRESS II,CARB,FTE,02/2022,8,11,2021,9999,C,100,21000,M1,0,4,4,8,4,9,3,8,6,9,99
RE0D007,RENAULT,EXPRESS II,DIES,FTE,02/2022,5,11,2021,9999,C,95,23760,M1,0,5,5,8,4,9,4,8,8,9,99
RE0E005,RENAULT,MEGANE V,ELEC,BER,02/2022,4,14,2021,9999,G,220,43200,M1,1,10,7,5,9,15,9,13,5,10,99
RE0F003,RENAULT,AUSTRAL,EH,VTC,02/2022,8,15,2021,9999,F,158,38800,M1,0,6,4,10,4,11,6,12,5,13,99
RE0F013,RENAULT,AUSTRAL,EH,VTC,02/2022,7,14,2022,9999,F,130,35000,M1,0,5,4,10,4,12,5,12,5,13,99
RE0G003,RENAULT,ESPACE VI,EH,VTC,02/2022,7,14,2022,9999,H,130,44500,M2,1,9,4,10,4,11,4,12,6,12,99
RE10078,RENAULT,ESPACE,CARB,MSP,03/2000,9,14,1998,2004,F,115,28127,H1,0,11,4,4,7,12,2,7,7,11,99
RE10116,RENAULT,ESPACE,CARB,MSP,03/2000,13,12,2000,2004,F,140,30032,H1,0,10,4,4,8,12,3,10,7,12,99
RE10117,RENAULT,ESPACE,GPL,MSP,03/2000,7,13,2000,2003,F,194,34911,H1,0,9,4,5,10,15,6,12,8,12,99
RE10120,RENAULT,ESPACE,CARB,MSP,03/2000,8,12,2000,2005,F,130,33386,H1,0,12,5,4,9,12,4,10,11,12,99
RE18040,RENAULT,MASTER,DIES,MMC,03/2000,7,14,1997,2003,F,115,31121,U2,0,16,5,7,4,13,8,11,11,10,99
RE18067,RENAULT,MASTER,DIES,FTE,03/2000,9,11,1997,2002,E,80,28529,U2,0,12,3,7,3,13,7,10,9,10,99
RE18095,RENAULT,MASTER,DIES,FTE,03/2000,8,14,2000,9999,F,115,31933,U2,0,17,9,7,5,13,9,7,11,9,99
RE18107,RENAULT,MEGANE,DIES,BER,03/2000,5,14,2000,9999,D,115,25475,U2,0,17,7,7,4,13,7,9,11,9,99
RE43123,RENAULT,TRAFIC,DIES,FTE,03/2000,8,10,1997,2004,B,60,16193,U1,0,3,1,6,1,8,5,9,4,5,99
RE43126,RENAULT,TRAFIC,DIES,CBC,03/2000,7,10,2000,2007,C,82,21289,U1,0,12,4,6,3,11,5,9,7,4,99
RE43127,RENAULT,TRAFIC,DIES,CBC,08/2005,7,11,2000,2007,C,100,22844,U1,0,16,7,6,4,9,5,9,9,4,99
RE43128,RENAULT,TRAFIC,DIES,CBC,08/2005,7,10,2000,2007,C,82,21827,U1,0,12,4,6,3,11,5,9,7,4,99
RE43129,RENAULT,TRAFIC,DIES,CBC,08/2005,7,12,2000,2007,C,100,23382,U1,0,16,7,6,4,9,5,9,9,4,99
RE43130,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2000,2007,B,82,19136,U1,0,7,6,5,4,10,7,4,7,4,99
RE43131,RENAULT,TRAFIC,DIES,FGN,08/2005,6,13,2000,2007,B,100,20691,U1,0,12,9,5,5,9,7,5,9,4,99
RE43132,RENAULT,TRAFIC,DIES,FGN,03/2000,6,12,2000,2007,B,82,19674,U1,0,9,6,5,4,10,7,4,7,4,99
RE43133,RENAULT,TRAFIC,DIES,FGN,08/2005,6,13,2000,2007,B,100,21229,U1,0,14,9,5,5,9,6,5,9,4,99
RE43134,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2001,2007,C,100,23023,U1,0,12,9,5,5,9,7,5,9,4,99
RE43135,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2001,2007,C,100,23561,U1,0,14,9,5,5,9,6,5,9,4,99
RE43136,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2001,2007,C,82,21468,U1,0,7,6,5,4,11,7,5,7,4,99
RE43137,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2001,2007,C,82,22006,U1,0,9,6,5,4,11,7,5,7,4,99
RE43138,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,24458,U1,0,14,9,5,5,9,6,5,9,4,99
RE43139,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,22784,U1,0,9,6,5,4,11,7,5,7,4,99
RE43140,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,21229,U1,0,9,6,5,4,11,7,5,7,4,99
RE43141,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,21947,U1,0,9,6,5,4,11,7,5,7,4,99
RE43142,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,22903,U1,0,14,9,5,5,9,6,5,9,4,99
RE43143,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,23621,U1,0,14,9,5,5,9,6,5,9,4,99
RE43144,RENAULT,TRAFIC,DIES,FGN,08/2005,8,14,2002,2007,C,135,24697,U1,0,14,9,5,6,11,9,7,9,4,99
RE43145,RENAULT,TRAFIC,DIES,FGN,08/2005,8,14,2002,2007,C,135,25415,U1,0,14,9,5,6,11,9,7,9,4,99
RE43146,RENAULT,TRAFIC,CARB,PCB,08/2005,10,14,2001,2007,C,120,21229,U1,0,16,6,6,5,8,7,9,6,6,99
RE43147,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2001,2007,C,120,21289,U1,0,13,7,5,6,8,9,6,6,4,99
RE43148,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2001,2007,C,120,21647,U1,0,14,7,5,6,8,9,6,6,4,99
RE43149,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2001,2007,C,120,22425,U1,0,14,7,5,6,8,9,6,6,4,99
RE43150,RENAULT,TRAFIC,CARB,CBC,08/2005,9,12,2001,2007,D,120,22843,U1,0,15,6,6,5,8,8,9,6,4,99
RE43151,RENAULT,TRAFIC,CARB,CBC,08/2005,9,12,2001,2007,D,120,23382,U1,0,16,6,6,5,8,7,9,6,4,99
RE43152,RENAULT,TRAFIC,CARB,CBC,08/2005,9,12,2002,2007,D,120,24279,U1,0,16,6,6,5,8,7,9,6,4,99
RE43153,RENAULT,TRAFIC,DIES,CBC,08/2005,7,9,2002,2007,D,82,22604,U1,0,12,4,6,3,11,5,9,7,4,99
RE43154,RENAULT,TRAFIC,DIES,CBC,08/2005,7,11,2002,2007,D,100,24279,U1,0,16,7,6,4,9,5,9,9,4,99
RE43155,RENAULT,TRAFIC,DIES,CBC,08/2005,7,9,2002,2007,D,82,22485,U1,0,12,4,6,3,11,5,9,7,4,99
RE43156,RENAULT,TRAFIC,DIES,CBC,08/2005,7,11,2002,2007,D,100,24159,U1,0,16,7,6,4,9,5,9,9,4,99
RE43157,RENAULT,TRAFIC,DIES,CBC,08/2005,7,9,2002,2007,D,82,23023,U1,0,12,4,6,3,11,5,9,7,4,99
RE43158,RENAULT,TRAFIC,DIES,CBC,08/2005,7,11,2002,2007,D,100,24697,U1,0,16,7,6,4,9,5,9,9,4,99
RE43159,RENAULT,TRAFIC,DIES,CBC,08/2005,7,9,2002,2007,D,82,23741,U1,0,12,4,6,3,11,5,9,7,4,99
RE43160,RENAULT,TRAFIC,DIES,CBC,08/2005,7,11,2002,2007,D,100,25415,U1,0,16,7,6,4,9,5,9,9,4,99
RE43161,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,B,82,20571,U1,0,7,6,5,4,11,7,5,7,4,99
RE43162,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,22246,U1,0,12,9,5,5,9,7,5,9,4,99
RE43163,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,21109,U1,0,9,6,5,4,11,7,5,7,4,99
RE43164,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,22784,U1,0,14,9,5,5,9,6,5,9,4,99
RE43165,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,21827,U1,0,9,6,5,4,11,7,5,7,4,99
RE43166,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,23501,U1,0,14,9,5,5,9,6,5,9,4,99
RE43167,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,21380,U1,0,9,6,5,4,11,7,5,7,4,99
RE43168,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,22935,U1,0,14,9,5,5,9,6,5,9,4,99
RE43169,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2002,2007,C,120,23202,U1,0,13,7,5,6,8,9,6,6,4,99
RE43170,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2002,2007,C,120,23741,U1,0,14,7,5,6,8,9,6,6,4,99
RE43171,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2002,2007,C,120,24458,U1,0,14,7,5,6,8,9,6,6,4,99
RE43172,RENAULT,TRAFIC,DIES,PCB,08/2005,6,10,2002,2007,B,82,20065,U1,0,12,4,6,3,10,5,8,7,6,99
RE43173,RENAULT,TRAFIC,DIES,PCB,08/2005,6,12,2002,2007,C,100,21619,U1,0,16,7,6,4,9,5,9,9,6,99
RE43174,RENAULT,TRAFIC,CARB,CBC,08/2005,9,12,2002,2007,E,120,26100,U1,0,16,6,6,5,8,7,9,6,4,99
RE43175,RENAULT,TRAFIC,DIES,CBC,08/2005,7,9,2002,2007,D,82,24400,U1,0,12,4,6,3,11,5,9,7,4,99
RE43176,RENAULT,TRAFIC,DIES,CBC,08/2005,7,11,2002,2007,E,100,26100,U1,0,16,7,6,4,9,5,9,9,4,99
RE43177,RENAULT,TRAFIC,DIES,CBC,08/2005,9,12,2002,2007,E,135,27800,U1,0,16,7,6,5,11,7,10,9,4,99
RE43178,RENAULT,TRAFIC,CARB,CBC,08/2005,9,12,2002,2007,E,120,27600,U1,0,16,6,6,5,8,7,9,6,4,99
RE43179,RENAULT,TRAFIC,DIES,CBC,08/2005,7,9,2002,2007,D,82,25900,U1,0,12,4,6,3,11,5,9,7,4,99
RE43180,RENAULT,TRAFIC,DIES,CBC,08/2005,7,11,2002,2007,E,100,27600,U1,0,16,7,6,4,9,5,9,9,4,99
RE43181,RENAULT,TRAFIC,DIES,CBC,08/2005,9,12,2002,2007,E,135,29300,U1,0,16,7,6,5,11,7,10,9,4,99
RE43182,RENAULT,TRAFIC,DIES,CBC,08/2005,9,12,2002,2007,D,135,25355,U1,0,16,7,6,5,11,7,10,9,4,99
RE43183,RENAULT,TRAFIC,DIES,CBC,08/2005,9,12,2002,2007,E,135,26073,U1,0,16,7,6,5,11,7,10,9,4,99
RE43184,RENAULT,TRAFIC,DIES,CBC,08/2005,9,12,2002,2007,D,135,24817,U1,0,16,7,6,5,11,7,10,9,4,99
RE43185,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2002,2007,C,120,21349,U1,0,13,7,5,6,8,9,6,6,4,99
RE43186,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,B,82,19794,U1,0,7,6,5,4,10,7,4,7,4,99
RE43187,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,21349,U1,0,12,9,5,5,9,7,5,9,4,99
RE43188,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2002,2007,C,120,21887,U1,0,14,7,5,6,8,9,6,6,4,99
RE43189,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,B,82,20332,U1,0,9,6,5,4,11,7,5,7,4,99
RE43190,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,21887,U1,0,14,9,5,5,9,6,5,9,4,99
RE43191,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,21349,U1,0,9,6,5,4,11,7,5,7,4,99
RE43192,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,22903,U1,0,14,9,5,5,9,6,5,9,4,99
RE43193,RENAULT,TRAFIC,DIES,FGN,08/2005,8,14,2002,2007,C,135,24697,U1,0,14,9,5,6,11,9,7,9,4,99
RE43194,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2002,2007,C,120,22604,U1,0,14,7,5,6,8,9,6,6,4,99
RE43195,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,21050,U1,0,9,6,5,4,11,7,5,7,4,99
RE43196,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,22604,U1,0,14,9,5,5,9,6,5,9,4,99
RE43197,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,22066,U1,0,9,6,5,4,11,7,5,7,4,99
RE43198,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,23621,U1,0,14,9,5,5,9,6,5,9,4,99
RE43199,RENAULT,TRAFIC,DIES,FGN,08/2005,8,14,2002,2007,C,135,25415,U1,0,14,9,5,6,11,9,7,9,4,99
RE43200,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2002,2007,C,120,23262,U1,0,13,7,5,6,8,9,6,6,4,99
RE43201,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,21707,U1,0,7,6,5,4,11,7,5,7,4,99
RE43202,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,23262,U1,0,12,9,5,5,9,7,5,9,4,99
RE43203,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2002,2007,C,120,23800,U1,0,14,7,5,6,8,9,6,6,4,99
RE43204,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,22246,U1,0,9,6,5,4,11,7,5,7,4,99
RE43205,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,23800,U1,0,14,9,5,5,9,6,5,9,4,99
RE43206,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2002,2007,C,120,24518,U1,0,14,7,5,6,8,9,6,6,4,99
RE43207,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2002,2007,C,82,22963,U1,0,9,6,5,4,11,7,5,7,4,99
RE43208,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2002,2007,C,100,24518,U1,0,14,9,5,5,9,6,5,9,4,99
RE43209,RENAULT,TRAFIC,CARB,PCB,08/2005,10,14,2002,2007,C,120,21289,U1,0,16,6,6,5,8,7,9,6,6,99
RE43210,RENAULT,TRAFIC,DIES,PCB,08/2005,6,10,2002,2007,B,82,19734,U1,0,12,4,6,3,10,5,8,7,6,99
RE43211,RENAULT,TRAFIC,DIES,PCB,08/2005,6,12,2002,2007,C,100,21289,U1,0,16,7,6,4,9,5,9,9,6,99
RE43212,RENAULT,TRAFIC,CARB,CBC,08/2005,9,12,2003,2007,D,120,24700,U1,0,15,6,6,5,8,8,9,6,4,99
RE43213,RENAULT,TRAFIC,CARB,CBC,08/2005,9,12,2003,2007,D,120,25250,U1,0,16,6,6,5,8,7,9,6,4,99
RE43214,RENAULT,TRAFIC,CARB,CBC,08/2005,9,12,2003,2007,D,120,25950,U1,0,16,6,6,5,8,7,9,6,4,99
RE43215,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2003,2007,C,120,22963,U1,0,13,7,5,6,8,9,6,6,4,99
RE43216,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2003,2007,C,120,23501,U1,0,14,7,5,6,8,9,6,6,4,99
RE43217,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2003,2007,C,120,24219,U1,0,14,7,5,6,8,9,6,6,4,99
RE43218,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2003,2007,C,120,24877,U1,0,13,7,5,6,8,9,6,6,4,99
RE43219,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2003,2007,C,120,25415,U1,0,14,7,5,6,8,9,6,6,4,99
RE43220,RENAULT,TRAFIC,CARB,FGN,08/2005,10,14,2003,2007,C,120,26133,U1,0,14,7,5,6,8,9,6,6,4,99
RE43221,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2003,2007,C,82,22963,U1,0,9,6,5,4,11,7,5,7,4,99
RE43222,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2003,2007,C,82,23322,U1,0,7,6,5,4,11,7,5,7,4,99
RE43223,RENAULT,TRAFIC,DIES,FGN,08/2005,6,12,2003,2007,C,100,24518,U1,0,14,9,5,5,9,6,5,9,4,99
RE43224,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2003,2007,C,82,23681,U1,0,9,6,5,4,11,7,5,7,4,99
RE43225,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2003,2007,C,82,23860,U1,0,9,6,5,4,11,7,5,7,4,99
RE43226,RENAULT,TRAFIC,DIES,FGN,08/2005,6,10,2003,2007,C,82,24578,U1,0,9,6,5,4,11,7,5,7,4,99
RE43227,RENAULT,TRAFIC,DIES,CBC,08/2005,9,12,2003,2007,D,135,26400,U1,0,16,7,6,5,11,7,10,9,4,99
