ID_Veh,SpecCarMakeName,SpecCarType,SpecCarFuelType,SpecCarBodyType,FirstCarDrivingDate,SpecCarPower,groupe_tarification_vehicule,date_debut_construction,date_fin_construction,classe_tarification_vehicule,puissance_reel_vehicule,valeur_a_neuf_vehicule,categorie_commerciale_vehicule,qualification_vehicule_vert,code_type_frequence_rcm,code_type_frequence_rcc,code_type_cout_rcm,code_type_frequence_dta,code_type_cout_dta,code_type_frequence_vol,code_type_cout_vol,code_type_frequence_bdg,code_type_cout_bdg,code_vente_vehicule
AR07012,ALFA ROMEO,GIULIA,DIES,BER,11/2016,7,13,2015,9999,F,150,38800,M2,1,10,6,7,10,11,3,12,9,12,99
AR07018,ALFA ROMEO,GIULIA,CARB,BER,11/2016,40,16,2015,9999,L,510,81100,M2,0,4,5,11,10,18,5,16,6,12,99
AR07020,ALFA ROMEO,GIULIA,CARB,BER,11/2016,11,14,2015,9999,F,200,40800,M2,0,10,5,7,10,15,5,13,6,12,99
AR07026,ALFA ROMEO,GIULIA,DIES,BER,11/2016,9,14,2016,9999,G,180,43790,M2,0,10,6,7,11,15,5,13,9,11,99
AR08060,ALFA ROMEO,GIULIETTA,CARB,BER,11/2016,7,12,2013,2017,D,120,25300,M2,0,13,6,4,10,7,2,8,6,11,99
AR08062,ALFA ROMEO,GIULIETTA,CARB,BER,11/2016,9,14,2013,2017,E,170,30200,M2,1,11,6,7,12,15,5,13,6,12,99
AR08063,ALFA ROMEO,GIULIETTA,DIES,BER,11/2016,5,11,2013,2017,D,105,27750,M2,1,13,8,4,10,10,2,9,9,12,99
AR08064,ALFA ROMEO,GIULIETTA,DIES,BER,11/2016,7,13,2013,2017,E,150,29950,M2,1,11,8,7,11,11,3,11,9,12,99
AR08065,ALFA ROMEO,GIULIETTA,DIES,BER,11/2016,9,14,2013,2017,E,175,33650,M2,1,11,8,7,12,15,5,13,9,12,99
AR08071,ALFA ROMEO,GIULIETTA,CARB,BER,11/2016,6,11,2013,9999,C,105,21090,M2,0,13,6,4,9,9,2,8,6,11,99
AR08087,ALFA ROMEO,GIULIETTA,CARB,BER,11/2016,8,13,2015,9999,D,150,26000,M2,0,11,6,7,10,11,3,11,6,11,99
AR08093,ALFA ROMEO,GIULIETTA,DIES,BER,11/2016,6,12,2015,9999,D,120,26640,M2,0,13,8,4,11,8,2,9,9,11,99
AR08105,ALFA ROMEO,GIULIETTA,CARB,BER,11/2016,14,15,2015,9999,F,240,34700,M2,0,4,5,11,10,15,5,13,6,11,99
AR31057,ALFA ROMEO,MITO,DIES,BER,11/2016,6,12,2013,2017,C,120,22050,B2,1,9,8,4,11,9,5,7,8,9,99
AR31059,ALFA ROMEO,MITO,CARB,BER,11/2016,5,9,2013,2017,B,78,17600,B2,0,10,7,4,9,12,3,7,4,9,99
AR31078,ALFA ROMEO,MITO,GPL,BER,11/2016,6,12,2015,9999,C,120,20590,B2,1,9,6,4,9,9,5,7,4,10,99
AR31079,ALFA ROMEO,MITO,CARB,BER,11/2016,7,13,2015,9999,C,140,22390,B2,0,6,6,7,10,12,5,9,5,10,99
AR31083,ALFA ROMEO,MITO,CARB,BER,11/2016,9,15,2015,9999,D,170,25590,B2,0,6,6,7,11,15,8,11,5,10,99
AR31084,ALFA ROMEO,MITO,DIES,BER,11/2016,4,10,2015,9999,C,95,21090,B2,0,9,8,4,10,11,3,7,8,10,99
AR32002,ALFA ROMEO,4C,CARB,CPE,11/2016,14,15,2014,9999,K,240,63200,M1,0,3,6,11,11,16,7,15,6,12,99
AR33002,ALFA ROMEO,STELVIO,CARB,VTC,11/2016,17,16,2016,9999,J,280,51300,H,0,8,2,11,6,17,4,15,7,13,99
AR33004,ALFA ROMEO,STELVIO,DIES,VTC,11/2016,11,15,2016,9999,H,210,49200,H,0,11,4,11,8,15,4,13,11,13,99
AR33011,ALFA ROMEO,STELVIO,CARB,VTC,11/2016,12,15,2016,9999,H,200,47300,H,0,11,3,11,7,15,4,13,7,13,99
AR33015,ALFA ROMEO,STELVIO,DIES,VTC,11/2016,8,15,2016,9999,G,150,42900,H,0,13,4,11,7,12,2,12,10,13,99
AR33019,ALFA ROMEO,STELVIO,DIES,VTC,11/2016,10,15,2016,9999,H,180,47700,H,0,11,4,11,8,15,4,13,11,13,99
AU15159,AUDI,A6,CARB,BER,03/2000,14,16,1997,2001,J,193,45719,H1,0,12,5,7,13,14,7,13,8,11,99
AU15203,AUDI,A6,CARB,BRK,03/2000,14,16,1997,2001,J,193,44515,H1,0,10,4,9,12,14,6,13,8,11,99
AU15221,AUDI,A6,CARB,BRK,03/2000,15,16,1998,2002,J,193,48951,H1,0,11,4,9,12,14,6,13,8,11,99
AU15223,AUDI,A6,CARB,BRK,11/2005,10,15,1998,2006,J,150,39210,H1,0,13,5,9,12,8,4,11,8,11,99
AU15232,AUDI,A6,CARB,BRK,11/2005,10,15,1998,2006,H,150,36130,H1,0,12,5,9,12,8,4,11,8,11,99
AU15234,AUDI,A6,CARB,BRK,02/2005,10,15,1998,2006,G,150,32410,H1,0,12,5,9,12,8,4,11,8,11,99
AU15249,AUDI,A6,CARB,BER,11/2005,10,15,1998,2006,G,150,33966,H1,0,14,6,7,13,8,4,12,8,11,99
AU15251,AUDI,A6,CARB,BER,11/2005,10,15,1998,2006,H,150,37046,H1,0,14,6,7,13,8,4,12,8,11,99
AU15253,AUDI,A6,CARB,BER,11/2005,10,15,1998,2006,F,150,30246,H1,0,14,6,7,13,8,4,12,8,11,99
AU15264,AUDI,A6,CARB,BER,03/2000,13,16,1998,2001,J,165,42869,H1,0,15,6,7,14,14,7,13,8,11,99
AU15289,AUDI,A6,DIES,BER,03/2000,12,15,1998,2002,F,150,47183,H1,0,15,8,7,13,8,5,13,12,11,99
AU15290,AUDI,A6,CARB,BER,11/2005,10,15,1998,2006,H,150,37929,H1,0,14,6,7,13,8,4,12,8,11,99
AU15291,AUDI,A6,CARB,BER,11/2005,10,15,1998,2006,J,150,41009,H1,0,15,6,7,13,8,5,13,8,11,99
AU15302,AUDI,A6,CARB,BRK,11/2005,10,15,1998,2006,J,150,40094,H1,0,13,5,9,12,8,4,12,8,11,99
AU15304,AUDI,A6,CARB,BRK,11/2005,10,15,1998,2006,J,150,43174,H1,0,13,5,9,12,8,4,12,8,11,99
AU15318,AUDI,A6,DIES,BRK,03/2000,8,13,1998,2002,J,110,41207,H1,0,15,6,7,12,8,3,11,12,11,99
AU15319,AUDI,A6,DIES,BRK,03/2000,10,15,1998,2002,J,150,44286,H1,0,13,6,9,13,8,4,12,12,11,99
AU15321,AUDI,A6,DIES,BRK,03/2000,12,15,1998,2002,J,150,49348,H1,0,13,6,9,13,8,4,12,12,11,99
AU15323,AUDI,A6,DIES,BER,11/2005,12,16,1999,2006,H,180,37884,H1,0,12,6,7,13,14,7,13,12,11,99
AU15324,AUDI,A6,DIES,BRK,03/2000,7,16,1999,2006,H,180,37597,H1,0,12,6,7,13,14,7,13,12,11,99
AU15325,AUDI,A6,DIES,BER,11/2005,12,16,1999,2006,J,180,41146,H1,0,12,6,7,13,14,7,13,12,11,99
AU15326,AUDI,A6,DIES,BER,11/2005,12,16,1999,2006,J,180,44957,H1,0,12,6,7,13,14,7,13,12,11,99
AU15327,AUDI,A6,DIES,BER,11/2005,12,16,1999,2006,J,180,43433,H1,0,15,8,7,14,14,8,13,12,11,99
AU15328,AUDI,A6,DIES,BER,11/2005,12,16,1999,2006,J,180,41451,H1,0,12,6,7,13,14,7,13,12,11,99
AU15329,AUDI,A6,DIES,BER,11/2005,12,16,1999,2006,J,180,47244,H1,0,15,8,7,14,14,8,13,12,11,99
AU15331,AUDI,A6,DIES,BRK,11/2005,12,16,1999,2006,J,180,47122,H1,0,13,6,9,14,14,6,13,12,11,99
AU15332,AUDI,A6,DIES,BRK,11/2005,12,16,1999,2006,J,180,43311,H1,0,13,6,9,14,14,6,13,12,11,99
AU15333,AUDI,A6,CARB,BER,03/2000,7,16,1999,2006,J,180,40049,H1,0,11,5,9,13,14,7,13,12,11,99
AU15335,AUDI,A6,DIES,BRK,11/2005,12,16,1999,2006,J,180,47427,H1,0,11,5,9,13,14,7,13,12,11,99
AU15336,AUDI,A6,DIES,BRK,11/2005,12,16,1999,2006,J,180,43616,H1,0,11,5,9,13,14,7,13,12,11,99
AU15337,AUDI,A6,DIES,BRK,11/2005,12,16,1999,2006,J,180,45598,H1,0,13,6,9,14,14,7,13,12,11,99
AU15338,AUDI,A6,DIES,BER,11/2005,12,16,1999,2006,J,180,45262,H1,0,12,6,7,13,14,7,13,12,11,99
AU15350,AUDI,A6,DIES,BRK,03/2000,9,14,2000,2006,G,130,33780,H1,0,13,6,9,13,9,4,11,12,11,99
AU15352,AUDI,A6,DIES,BRK,11/2005,8,14,2000,2006,J,130,41100,H1,0,13,6,9,13,9,4,11,12,11,99
AU15353,AUDI,A6,DIES,BRK,11/2005,8,14,2000,2006,H,130,37440,H1,0,13,6,9,13,9,4,11,12,11,99
AU15355,AUDI,A6,DIES,BER,03/2000,10,14,2000,2005,F,155,37710,H1,0,15,8,7,13,8,5,12,12,11,99
AU15360,AUDI,A6,DIES,BER,03/2000,9,14,2000,2006,F,130,31630,H1,0,15,8,7,13,9,4,12,12,11,99
AU15361,AUDI,A6,DIES,BER,03/2000,8,14,2000,2006,F,130,31630,H1,0,15,8,7,13,9,4,12,12,11,99
AU15362,AUDI,A6,DIES,BER,11/2005,8,14,2000,2006,J,130,38950,H1,0,15,8,7,13,9,4,12,12,11,99
AU15363,AUDI,A6,DIES,BER,11/2005,7,14,2000,2006,J,130,38950,H1,0,15,8,7,13,9,4,12,12,11,99
AU15364,AUDI,A6,DIES,BER,11/2005,8,14,2000,2006,H,130,35290,H1,0,15,8,7,13,9,4,12,12,11,99
AU15365,AUDI,A6,DIES,BER,11/2005,7,14,2000,2006,H,130,35290,H1,0,15,8,7,13,9,4,12,12,11,99
AU15366,AUDI,A6,CARB,BRK,02/2005,8,13,2000,2006,G,130,33810,H1,0,15,5,7,12,9,4,11,8,11,99
AU15368,AUDI,A6,CARB,BRK,11/2005,8,13,2000,2006,J,130,41130,H1,0,15,5,7,12,9,4,11,8,11,99
AU15372,AUDI,A6,CARB,BER,03/2000,11,14,2000,2006,F,130,31660,H1,0,15,6,5,13,9,4,12,8,11,99
AU15373,AUDI,A6,CARB,BER,11/2005,8,14,2000,2006,F,130,29620,H1,0,14,6,7,13,9,4,10,8,11,99
AU15374,AUDI,A6,CARB,BER,11/2005,8,14,2000,2006,H,130,38980,H1,0,15,6,5,13,9,4,12,8,11,99
AU15375,AUDI,A6,CARB,BER,11/2005,8,14,2000,2006,H,130,36940,H1,0,14,6,7,13,9,4,12,8,11,99
AU15376,AUDI,A6,CARB,BER,11/2005,8,14,2000,2006,G,130,35320,H1,0,15,6,5,13,9,4,12,8,11,99
AU15377,AUDI,A6,CARB,BER,11/2005,8,14,2000,2006,G,130,33280,H1,0,14,6,7,13,9,4,12,8,11,99
AU15378,AUDI,A6,CARB,BER,11/2005,10,14,2000,2006,G,150,33220,H1,0,15,6,7,13,8,5,12,8,11,99
AU15379,AUDI,A6,CARB,BRK,11/2005,10,14,2000,2006,G,150,35370,H1,0,13,5,9,12,8,4,11,8,11,99
AU15380,AUDI,A6,CARB,BER,11/2005,11,14,2000,2006,H,170,36690,H1,0,12,5,7,13,14,7,13,8,11,99
AU15381,AUDI,A6,CARB,BER,11/2005,10,14,2000,2006,H,150,36880,H1,0,15,6,7,13,8,5,12,8,11,99
AU15382,AUDI,A6,CARB,BER,11/2005,11,14,2000,2006,H,170,38730,H1,0,12,5,7,13,14,7,13,8,11,99
AU15383,AUDI,A6,CARB,BRK,11/2005,10,14,2000,2006,H,150,39030,H1,0,13,5,9,12,8,4,11,8,11,99
AU15384,AUDI,A6,CARB,BER,11/2005,12,14,2000,2006,J,170,39440,H1,0,12,5,7,13,14,7,13,8,11,99
AU15385,AUDI,A6,CARB,BER,11/2005,11,14,2000,2006,J,170,40350,H1,0,12,5,7,13,14,7,13,8,11,99
AU15386,AUDI,A6,CARB,BER,11/2005,10,14,2000,2006,J,150,40540,H1,0,15,6,7,13,8,5,13,8,11,99
AU15387,AUDI,A6,CARB,BER,11/2005,12,14,2000,2006,J,170,41410,H1,0,15,6,7,14,14,7,13,8,11,99
AU15388,AUDI,A6,CARB,BER,03/2000,12,14,2000,2006,J,170,42390,H1,0,12,5,7,13,14,7,13,8,11,99
AU15389,AUDI,A6,CARB,BRK,11/2005,10,14,2000,2006,J,150,42690,H1,0,13,5,9,12,8,4,12,8,11,99
AU15390,AUDI,A6,CARB,BER,11/2005,12,14,2000,2006,J,170,43100,H1,0,12,5,7,13,14,7,13,8,11,99
AU15391,AUDI,A6,CARB,BER,11/2005,15,16,2000,2006,J,220,43360,H1,0,7,5,11,12,14,7,13,8,11,99
AU15392,AUDI,A6,CARB,BER,11/2005,12,14,2000,2006,J,170,45070,H1,0,15,6,7,14,14,7,13,8,11,99
AU15393,AUDI,A6,CARB,BER,11/2005,14,16,2000,2006,J,220,45400,H1,0,12,5,7,13,14,7,13,8,11,99
AU15394,AUDI,A6,CARB,BER,11/2005,15,16,2000,2006,J,220,46110,H1,0,7,5,11,12,14,7,13,8,11,99
AU15395,AUDI,A6,CARB,BER,11/2005,15,16,2000,2006,J,220,47020,H1,0,7,5,11,12,14,7,13,8,11,99
AU15396,AUDI,A6,CARB,BER,03/2000,16,16,2000,2006,J,220,48080,H1,0,12,5,7,13,14,7,13,8,11,99
AU15397,AUDI,A6,CARB,BER,03/2000,15,16,2000,2006,J,220,49060,H1,0,12,5,7,13,14,7,13,8,11,99
AU15398,AUDI,A6,CARB,BER,11/2005,15,16,2000,2006,J,220,49770,H1,0,7,5,11,12,14,7,13,8,11,99
AU15399,AUDI,A6,CARB,BER,11/2005,15,16,2000,2006,J,220,51740,H1,0,12,5,7,13,15,7,15,8,11,99
AU15400,AUDI,A6,CARB,BRK,11/2005,15,16,2000,2006,J,220,51210,H1,0,11,4,9,12,15,6,13,8,11,99
AU15401,AUDI,A6,CARB,BRK,11/2005,15,16,2000,2006,J,220,49170,H1,0,5,4,11,11,14,6,13,8,11,99
AU15402,AUDI,A6,CARB,BRK,11/2005,15,16,2000,2006,J,220,47550,H1,0,11,4,9,12,14,6,13,8,11,99
AU15403,AUDI,A6,CARB,BRK,11/2005,15,16,2000,2006,J,220,45510,H1,0,5,4,11,11,14,6,13,8,11,99
AU15404,AUDI,A6,CARB,BRK,03/2000,13,14,2000,2003,J,170,44540,H1,0,13,5,9,13,14,6,13,8,11,99
AU15405,AUDI,A6,CARB,BRK,11/2005,11,14,2000,2006,J,170,42500,H1,0,11,4,9,12,14,6,13,8,11,99
AU15407,AUDI,A6,CARB,BRK,11/2005,11,14,2000,2006,H,170,38840,H1,0,11,4,9,12,14,6,12,8,11,99
AU15408,AUDI,A6,CARB,BRK,11/2005,15,16,2000,2006,J,220,53890,H1,0,11,4,9,12,15,6,13,8,11,99
AU15409,AUDI,A6,CARB,BRK,11/2005,15,16,2000,2006,J,220,51920,H1,0,11,4,9,12,15,6,13,8,11,99
AU15410,AUDI,A6,CARB,BRK,03/2000,16,16,2000,2006,J,220,50230,H1,0,11,4,9,12,15,6,13,8,11,99
AU15411,AUDI,A6,CARB,BRK,11/2005,15,16,2000,2006,J,220,48260,H1,0,11,4,9,12,14,6,13,8,11,99
AU15412,AUDI,A6,CARB,BRK,11/2005,12,14,2000,2006,J,170,47220,H1,0,13,5,9,13,14,6,13,8,11,99
AU15413,AUDI,A6,CARB,BRK,11/2005,12,14,2000,2006,J,170,45250,H1,0,13,5,9,13,14,6,13,8,11,99
AU15414,AUDI,A6,CARB,BRK,11/2005,12,14,2000,2006,J,170,43560,H1,0,13,5,9,13,14,6,13,8,11,99
AU15417,AUDI,A6,CARB,BER,11/2005,9,13,2001,2006,E,130,29770,H1,0,14,6,7,13,9,4,10,8,12,99
AU15418,AUDI,A6,CARB,BER,02/2005,9,13,2001,2006,F,130,31820,H1,0,15,6,5,13,9,4,12,8,12,99
AU15419,AUDI,A6,CARB,BER,11/2005,9,13,2001,2006,F,130,33550,H1,0,14,6,7,13,9,4,12,8,12,99
AU15420,AUDI,A6,CARB,BER,11/2005,9,13,2001,2006,G,130,35600,H1,0,15,6,5,13,9,4,12,8,12,99
AU15421,AUDI,A6,CARB,BER,11/2005,9,13,2001,2006,G,130,37230,H1,0,14,6,7,13,9,4,12,8,12,99
AU15422,AUDI,A6,CARB,BER,11/2005,9,13,2001,2006,G,130,39280,H1,0,15,6,5,13,9,4,12,8,12,99
AU15423,AUDI,A6,CARB,BRK,02/2005,9,12,2001,2006,F,130,33980,H1,0,15,5,7,12,9,4,11,8,12,99
AU15424,AUDI,A6,CARB,BRK,11/2005,9,12,2001,2006,G,130,37760,H1,0,15,5,7,12,9,4,11,8,12,99
AU15425,AUDI,A6,CARB,BRK,11/2005,9,12,2001,2006,H,130,41440,H1,0,15,5,7,12,9,4,11,8,12,99
AU15426,AUDI,A6,CARB,BER,11/2005,15,16,2001,2006,H,220,45730,H1,0,12,5,7,13,14,7,13,8,12,99
AU15427,AUDI,A6,CARB,BER,11/2005,15,16,2001,2006,J,220,49410,H1,0,12,5,7,13,14,7,13,8,12,99
AU15428,AUDI,A6,CARB,BRK,02/2005,16,14,2001,2006,J,220,50510,H1,0,11,4,9,12,15,6,13,8,12,99
AU15429,AUDI,A6,CARB,BRK,11/2005,16,14,2001,2006,J,220,54190,H1,0,11,4,9,12,15,6,13,8,12,99
AU15430,AUDI,A6,DIES,BER,11/2005,10,14,2001,2006,G,163,35970,H1,0,12,6,7,13,14,7,13,12,12,99
AU15431,AUDI,A6,DIES,BER,02/2005,10,14,2001,2006,G,163,38020,H1,0,15,8,7,14,14,7,13,12,12,99
AU15432,AUDI,A6,DIES,BER,11/2005,10,14,2001,2006,G,163,39750,H1,0,12,6,7,13,14,7,13,12,12,99
AU15433,AUDI,A6,DIES,BER,11/2005,10,14,2001,2006,H,163,41800,H1,0,15,8,7,14,14,7,13,12,12,99
AU15434,AUDI,A6,DIES,BER,11/2005,10,14,2001,2006,H,163,43430,H1,0,12,6,7,13,14,7,13,12,12,99
AU15435,AUDI,A6,DIES,BER,11/2005,10,14,2001,2006,H,163,45480,H1,0,15,8,7,14,14,7,13,12,12,99
AU15436,AUDI,A6,DIES,BRK,11/2005,10,14,2001,2006,G,163,38130,H1,0,11,5,9,13,14,6,12,12,12,99
AU15437,AUDI,A6,DIES,BRK,02/2005,10,14,2001,2006,G,163,40180,H1,0,13,6,9,14,14,6,13,12,12,99
AU15438,AUDI,A6,DIES,BRK,11/2005,12,14,2001,2006,G,180,40480,H1,0,13,6,9,14,14,6,13,12,12,99
AU15439,AUDI,A6,DIES,BRK,11/2005,10,14,2001,2006,H,163,41910,H1,0,11,5,9,13,14,6,13,12,12,99
AU15440,AUDI,A6,DIES,BRK,11/2005,10,14,2001,2006,H,163,43960,H1,0,13,6,9,14,14,6,13,12,12,99
AU15441,AUDI,A6,DIES,BRK,11/2005,10,14,2001,2006,H,163,45590,H1,0,11,5,9,13,14,6,13,12,12,99
AU15442,AUDI,A6,DIES,BRK,11/2005,10,14,2001,2006,J,163,47640,H1,0,13,6,9,14,14,6,13,12,12,99
AU15443,AUDI,A6,CARB,BER,11/2005,18,14,2001,2006,J,250,54030,H1,0,7,5,11,12,15,8,15,8,12,99
AU15444,AUDI,A6,CARB,BER,11/2005,18,14,2001,2006,J,250,56010,H1,0,9,5,11,12,15,9,15,8,12,99
AU15445,AUDI,A6,CARB,BRK,11/2005,12,14,2001,2006,H,170,41180,H1,0,13,5,9,13,14,6,13,8,12,99
AU15446,AUDI,A6,CARB,BRK,02/2005,11,14,2001,2006,H,170,41890,H1,0,13,5,9,13,14,6,13,8,12,99
AU15447,AUDI,A6,CARB,BRK,11/2005,12,14,2001,2006,H,170,44860,H1,0,13,5,9,13,14,6,13,8,12,99
AU15449,AUDI,A6,CARB,BRK,11/2005,18,16,2001,2006,J,250,56190,H1,0,5,4,11,11,15,7,13,8,12,99
AU15450,AUDI,A6,CARB,BRK,11/2005,18,16,2001,2006,J,250,58170,H1,0,5,4,11,11,15,7,13,8,12,99
AU15451,AUDI,A6,CARB,BER,11/2005,12,14,2003,2010,F,177,34580,H1,0,12,5,7,13,14,7,13,8,12,99
AU15452,AUDI,A6,CARB,BER,11/2005,12,14,2003,2010,G,177,38080,H1,0,12,5,7,13,14,7,13,8,12,99
AU15453,AUDI,A6,CARB,BER,11/2005,12,14,2003,2010,G,177,38080,H1,0,12,5,7,13,14,7,13,8,12,99
AU15454,AUDI,A6,CARB,BER,11/2005,12,14,2003,2010,H,177,44230,H1,0,12,5,7,13,14,7,13,8,12,99
AU15455,AUDI,A6,CARB,BER,11/2005,17,16,2003,2008,G,255,41430,H1,0,7,5,11,12,17,7,15,8,12,99
AU15456,AUDI,A6,CARB,BER,11/2005,17,16,2003,2008,H,255,44930,H1,0,7,5,11,12,17,7,15,8,12,99
AU15457,AUDI,A6,CARB,BER,11/2005,17,16,2003,2008,H,255,44930,H1,0,7,5,11,12,17,7,15,8,12,99
AU15458,AUDI,A6,CARB,BER,11/2005,17,16,2003,2008,J,255,51080,H1,0,7,5,11,12,17,7,15,8,12,99
AU15459,AUDI,A6,CARB,BER,11/2005,18,16,2003,2010,H,255,46530,H1,0,7,5,11,12,17,8,15,8,12,99
AU15460,AUDI,A6,CARB,BER,11/2005,18,16,2003,2010,J,255,50030,H1,0,7,5,11,12,17,8,15,8,12,99
AU15461,AUDI,A6,CARB,BER,11/2005,18,16,2003,2010,J,255,50030,H1,0,7,5,11,12,17,8,15,8,12,99
AU15462,AUDI,A6,CARB,BER,11/2005,18,16,2003,2010,J,255,56180,H1,0,7,5,11,12,17,8,15,8,12,99
AU15463,AUDI,A6,DIES,BER,11/2005,15,14,2003,2008,H,225,43900,H1,0,7,6,11,13,14,8,13,12,12,99
AU15464,AUDI,A6,DIES,BER,11/2005,15,14,2003,2008,H,225,47400,H1,0,7,6,11,13,14,8,13,12,12,99
AU15465,AUDI,A6,DIES,BER,11/2005,15,14,2003,2008,H,225,47400,H1,0,7,6,11,13,14,8,13,12,12,99
AU15466,AUDI,A6,DIES,BER,11/2005,15,14,2003,2008,J,225,53550,H1,0,7,6,11,13,15,8,15,12,12,99
AU15467,AUDI,A6,CARB,BER,11/2005,24,16,2003,2008,K,335,70480,H1,0,7,5,11,12,17,8,16,8,12,99
AU15468,AUDI,A6,CARB,BER,11/2005,12,14,2003,2010,F,177,36880,H1,0,12,5,7,13,14,7,13,8,12,99
AU15469,AUDI,A6,CARB,BER,11/2005,12,14,2003,2010,G,177,40380,H1,0,12,5,7,13,14,7,13,8,12,99
AU15470,AUDI,A6,CARB,BER,11/2005,12,14,2003,2010,G,177,40380,H1,0,12,5,7,13,14,7,13,8,12,99
AU15471,AUDI,A6,CARB,BER,11/2005,12,14,2003,2010,H,177,46530,H1,0,12,5,7,13,14,7,13,8,12,99
AU15472,AUDI,A6,CARB,BER,11/2005,18,16,2003,2010,H,255,44330,H1,0,7,5,11,12,17,7,15,8,12,99
AU15473,AUDI,A6,CARB,BER,11/2005,18,16,2003,2010,H,255,47830,H1,0,7,5,11,12,17,7,15,8,12,99
AU15474,AUDI,A6,CARB,BER,11/2005,18,16,2003,2010,H,255,47830,H1,0,7,5,11,12,17,7,15,8,12,99
AU15475,AUDI,A6,CARB,BER,11/2005,18,16,2003,2010,9,255,53980,H1,0,7,5,11,12,17,7,15,8,12,99
AU15476,AUDI,A6,DIES,BER,11/2005,8,13,2003,2010,F,140,33630,H1,0,15,8,7,13,8,5,12,12,12,99
AU15477,AUDI,A6,DIES,BER,11/2005,8,13,2003,2010,F,140,37130,H1,0,15,8,7,13,8,5,12,12,12,99
AU15478,AUDI,A6,DIES,BER,11/2005,8,13,2003,2010,F,140,37130,H1,0,15,8,7,13,8,5,12,12,12,99
AU15479,AUDI,A6,DIES,BER,11/2005,8,13,2003,2010,H,140,43280,H1,0,15,8,7,13,8,5,13,12,12,99
AU15480,AUDI,A6,DIES,BER,11/2005,11,14,2003,2010,G,180,37750,H1,0,12,6,7,13,14,7,13,12,12,99
AU15481,AUDI,A6,DIES,BER,11/2005,11,14,2003,2010,G,180,41250,H1,0,12,6,7,13,14,7,13,12,12,99
AU15482,AUDI,A6,DIES,BER,11/2005,11,14,2003,2010,G,180,41250,H1,0,12,6,7,13,14,7,13,12,12,99
AU15483,AUDI,A6,DIES,BER,11/2005,11,14,2003,2010,H,180,47400,H1,0,12,6,7,13,14,7,13,12,12,99
AU15484,AUDI,A6,CARB,BRK,11/2005,9,12,2003,2006,E,130,31930,H1,0,13,5,9,12,9,4,11,8,12,99
AU15485,AUDI,A6,CARB,BRK,11/2005,9,12,2003,2006,F,130,35710,H1,0,13,5,9,12,9,4,11,8,12,99
AU15486,AUDI,A6,CARB,BRK,11/2005,9,12,2003,2006,G,130,39390,H1,0,13,5,9,12,9,4,11,8,12,99
AU15487,AUDI,A6,DIES,BRK,11/2005,8,12,2003,2006,F,130,34530,H1,0,13,6,9,13,9,4,11,12,12,99
AU15488,AUDI,A6,DIES,BRK,11/2005,8,12,2003,2006,G,130,38310,H1,0,13,6,9,13,9,4,11,12,12,99
AU15489,AUDI,A6,DIES,BRK,11/2005,8,12,2003,2006,G,130,41990,H1,0,13,6,9,13,9,4,11,12,12,99
AU15490,AUDI,A6,DIES,BRK,11/2005,8,12,2003,2006,F,130,36000,H1,0,15,6,7,13,9,4,11,12,12,99
AU15491,AUDI,A6,DIES,BRK,11/2005,8,12,2003,2006,G,130,39780,H1,0,15,6,7,13,9,4,11,12,12,99
AU15492,AUDI,A6,DIES,BRK,11/2005,8,12,2003,2006,H,130,43460,H1,0,15,6,7,13,9,4,11,12,12,99
AU15493,AUDI,A6,CARB,BRK,11/2005,9,12,2003,2006,F,130,34090,H1,0,13,5,9,12,9,4,11,8,12,99
AU15494,AUDI,A6,CARB,BRK,11/2005,9,12,2003,2006,F,130,36140,H1,0,15,5,7,12,9,4,11,8,12,99
AU15495,AUDI,A6,CARB,BRK,11/2005,8,12,2003,2006,F,130,36140,H1,0,15,5,7,12,9,4,11,8,12,99
AU15496,AUDI,A6,CARB,BRK,11/2005,10,13,2003,2006,F,150,35650,H1,0,13,5,9,12,8,4,11,8,12,99
AU15497,AUDI,A6,CARB,BRK,11/2005,10,13,2003,2006,G,150,37700,H1,0,13,5,9,12,8,4,11,8,12,99
AU15498,AUDI,A6,CARB,BRK,11/2005,10,13,2003,2006,G,150,38410,H1,0,13,5,9,12,8,4,11,8,12,99
AU15499,AUDI,A6,CARB,BRK,11/2005,11,14,2003,2006,G,170,37510,H1,0,11,4,9,12,14,6,12,8,12,99
AU15500,AUDI,A6,CARB,BRK,11/2005,11,14,2003,2006,G,170,39560,H1,0,13,5,9,13,14,6,12,8,12,99
AU15501,AUDI,A6,CARB,BRK,11/2005,12,14,2003,2006,G,170,42180,H1,0,13,5,9,13,14,6,13,8,12,99
AU15502,AUDI,A6,CARB,BRK,11/2005,12,14,2003,2006,G,170,40270,H1,0,13,5,9,13,14,6,13,8,12,99
AU15503,AUDI,A6,CARB,BRK,11/2005,15,16,2003,2006,H,220,44220,H1,0,5,4,11,11,14,6,13,8,12,99
AU15504,AUDI,A6,CARB,BRK,11/2005,15,14,2003,2006,H,220,46270,H1,0,11,4,9,12,14,6,13,8,12,99
AU15505,AUDI,A6,CARB,BRK,11/2005,15,14,2003,2006,H,220,46980,H1,0,11,4,9,12,14,6,13,8,12,99
AU15506,AUDI,A6,CARB,BRK,11/2005,15,14,2003,2006,J,220,48890,H1,0,11,4,9,12,14,6,13,8,12,99
