SpecCarMakeNameNeuve,SpecCarTypeNeuve,SpecCarFuelTypeNeuve,SpecCarBodyTypeNeuve,SpecCarPowerNeuve,ID_Veh_Neuve,groupe_tarification_vehicule_Neuve,date_debut_construction_Neuve,date_fin_construction_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,valeur_a_neuf_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,code_type_cout_dta_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve
AUDI,A1 II,CARB,BER,5,AU52073,10,2021,2025,C,95,22280,B,0,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52073,10,2021,2025,C,95,22280,B,0,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52010,10,2018,9999,C,95,20000,B,1,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52010,10,2018,9999,C,95,20000,B,1,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52074,10,2021,9999,D,95,25780,B,0,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52074,10,2021,9999,D,95,25780,B,0,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52093,10,2023,9999,D,95,26700,B,0,12,6,3,12,6,4,10,7,6,99
AUDI,A1 II,CARB,BER,5,AU52093,10,2023,9999,D,95,26700,B,0,12,6,3,12,6,4,10,7,6,99
AUDI,A1 II,CARB,BER,5,AU52024,10,2018,9999,C,95,24100,B,1,12,6,3,12,5,4,9,7,6,99
AUDI,A1 II,CARB,BER,5,AU52024,10,2018,9999,C,95,24100,B,1,12,6,3,12,5,4,9,7,6,99
AUDI,A1 II,CARB,BER,5,AU52075,10,2021,9999,D,95,27680,B,0,12,6,3,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,5,AU52075,10,2021,9999,D,95,27680,B,0,12,6,3,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,5,AU52094,10,2023,9999,D,95,28600,B,0,12,6,3,12,6,4,10,7,6,99
AUDI,A1 II,CARB,BER,5,AU52094,10,2023,9999,D,95,28600,B,0,12,6,3,12,6,4,10,7,6,99
AUDI,A1 II,CARB,BER,5,AU52061,10,2020,9999,D,95,25000,B,0,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52061,10,2020,9999,D,95,25000,B,0,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52062,10,2020,9999,D,95,26900,B,0,12,6,3,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,5,AU52062,10,2020,9999,D,95,26900,B,0,12,6,3,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,5,AU52029,10,2018,9999,D,95,26370,B,1,12,6,3,12,6,4,10,7,6,99
AUDI,A1 II,CARB,BER,5,AU52029,10,2018,9999,D,95,26370,B,1,12,6,3,12,6,4,10,7,6,99
AUDI,A1 II,CARB,BER,5,AU52082,10,2022,9999,E,95,32090,B,0,12,6,3,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,5,AU52082,10,2022,9999,E,95,32090,B,0,12,6,3,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,5,AU52096,10,2023,9999,E,95,32600,B,0,12,6,3,12,6,4,12,7,6,99
AUDI,A1 II,CARB,BER,5,AU52096,10,2023,9999,E,95,32600,B,0,12,6,3,12,6,4,12,7,6,99
AUDI,A1 II,CARB,BER,5,AU52092,10,2023,9999,E,95,32090,B,0,12,6,3,12,6,4,12,7,6,99
AUDI,A1 II,CARB,BER,5,AU52092,10,2023,9999,E,95,32090,B,0,12,6,3,12,6,4,12,7,6,99
AUDI,A1 II,CARB,BER,5,AU52012,10,2018,9999,C,95,23800,B,1,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52012,10,2018,9999,C,95,23800,B,1,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52030,10,2018,9999,D,95,26470,B,1,12,6,3,12,6,4,10,7,6,99
AUDI,A1 II,CARB,BER,5,AU52030,10,2018,9999,D,95,26470,B,1,12,6,3,12,6,4,10,7,6,99
AUDI,A1 II,CARB,BER,5,AU52011,10,2018,9999,C,95,22600,B,1,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52011,10,2018,9999,C,95,22600,B,1,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52014,10,2018,9999,D,95,27700,B,1,12,6,3,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,5,AU52014,10,2018,9999,D,95,27700,B,1,12,6,3,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,5,AU52077,10,2021,2025,E,95,31680,B,0,12,6,3,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,5,AU52077,10,2021,2025,E,95,31680,B,0,12,6,3,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,5,AU52032,10,2018,9999,E,95,30370,B,1,12,6,3,12,6,4,12,7,6,99
AUDI,A1 II,CARB,BER,5,AU52032,10,2018,9999,E,95,30370,B,1,12,6,3,12,6,4,12,7,6,99
AUDI,A1 II,CARB,BER,5,AU52028,10,2018,9999,D,95,25270,B,1,12,6,3,12,5,4,9,7,6,99
AUDI,A1 II,CARB,BER,5,AU52028,10,2018,9999,D,95,25270,B,1,12,6,3,12,5,4,9,7,6,99
AUDI,A1 II,CARB,BER,5,AU52060,10,2020,9999,C,95,22700,B,0,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52060,10,2020,9999,C,95,22700,B,0,12,6,3,12,5,4,9,7,8,99
AUDI,A1 II,CARB,BER,5,AU52013,10,2018,9999,D,95,26700,B,1,12,6,3,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,5,AU52013,10,2018,9999,D,95,26700,B,1,12,6,3,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,5,AU52076,10,2021,9999,E,95,30680,B,0,12,6,3,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,5,AU52076,10,2021,9999,E,95,30680,B,0,12,6,3,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,5,AU52031,10,2018,9999,E,95,29370,B,1,12,6,3,12,6,4,10,7,6,99
AUDI,A1 II,CARB,BER,5,AU52031,10,2018,9999,E,95,29370,B,1,12,6,3,12,6,4,10,7,6,99
AUDI,A1 II,CARB,BER,5,AU52095,10,2023,9999,E,95,31600,B,0,12,6,3,12,6,4,12,7,6,99
AUDI,A1 II,CARB,BER,5,AU52095,10,2023,9999,E,95,31600,B,0,12,6,3,12,6,4,12,7,6,99
AUDI,A1 II,CARB,BER,6,AU52047,11,2019,2023,D,110,25580,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52047,11,2019,2023,D,110,25580,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52078,11,2021,9999,D,110,26710,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52078,11,2021,9999,D,110,26710,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52063,11,2020,9999,D,110,25910,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52063,11,2020,9999,D,110,25910,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52064,11,2020,9999,D,110,27810,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52064,11,2020,9999,D,110,27810,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52052,11,2019,2023,D,110,27480,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52052,11,2019,2023,D,110,27480,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52079,11,2021,9999,D,110,28610,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52079,11,2021,9999,D,110,28610,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52083,11,2022,9999,E,110,31130,B,0,10,6,5,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,6,AU52083,11,2022,9999,E,110,31130,B,0,10,6,5,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,6,AU52084,11,2022,9999,E,110,33030,B,0,10,6,5,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,6,AU52084,11,2022,9999,E,110,33030,B,0,10,6,5,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,6,AU52048,11,2019,9999,D,110,25680,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52048,11,2019,9999,D,110,25680,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52053,11,2019,9999,D,110,27580,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52053,11,2019,9999,D,110,27580,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52046,11,2019,9999,C,110,24480,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52046,11,2019,9999,C,110,24480,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52050,11,2019,9999,E,110,29580,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52050,11,2019,9999,E,110,29580,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52055,11,2019,9999,E,110,31480,B,0,10,6,5,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,6,AU52055,11,2019,9999,E,110,31480,B,0,10,6,5,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,6,AU52051,11,2019,9999,D,110,26380,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52051,11,2019,9999,D,110,26380,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52049,11,2019,9999,D,110,28580,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52049,11,2019,9999,D,110,28580,B,0,10,6,5,12,6,4,10,7,8,99
AUDI,A1 II,CARB,BER,6,AU52054,11,2019,9999,E,110,30480,B,0,10,6,5,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,6,AU52054,11,2019,9999,E,110,30480,B,0,10,6,5,12,6,4,12,7,8,99
AUDI,A1 II,CARB,BER,6,AU52097,12,2023,9999,D,116,27700,B,0,10,6,5,13,5,5,10,7,6,99
AUDI,A1 II,CARB,BER,6,AU52097,12,2023,9999,D,116,27700,B,0,10,6,5,13,5,5,10,7,6,99
AUDI,A1 II,CARB,BER,6,AU52100,12,2023,9999,E,116,29600,B,0,10,6,5,13,5,5,10,7,6,99
AUDI,A1 II,CARB,BER,6,AU52100,12,2023,9999,E,116,29600,B,0,10,6,5,13,5,5,10,7,6,99
AUDI,A1 II,CARB,BER,6,AU52099,12,2023,9999,E,116,31700,B,0,10,6,5,13,5,5,12,7,6,99
AUDI,A1 II,CARB,BER,6,AU52099,12,2023,9999,E,116,31700,B,0,10,6,5,13,5,5,12,7,6,99
AUDI,A1 II,CARB,BER,6,AU52102,12,2023,9999,E,116,33600,B,0,10,6,5,13,5,5,12,7,6,99
AUDI,A1 II,CARB,BER,6,AU52102,12,2023,9999,E,116,33600,B,0,10,6,5,13,5,5,12,7,6,99
AUDI,A1 II,CARB,BER,6,AU52111,12,2023,9999,E,116,34150,B,0,10,6,5,13,5,5,12,7,6,99
AUDI,A1 II,CARB,BER,6,AU52111,12,2023,9999,E,116,34150,B,0,10,6,5,13,5,5,12,7,6,99
AUDI,A1 II,CARB,BER,6,AU52098,12,2023,9999,E,116,30700,B,0,10,6,5,13,5,5,12,7,6,99
AUDI,A1 II,CARB,BER,6,AU52098,12,2023,9999,E,116,30700,B,0,10,6,5,13,5,5,12,7,6,99
AUDI,A1 II,CARB,BER,6,AU52101,12,2023,9999,E,116,32600,B,0,10,6,5,13,5,5,12,7,6,99
AUDI,A1 II,CARB,BER,6,AU52101,12,2023,9999,E,116,32600,B,0,10,6,5,13,5,5,12,7,6,99
AUDI,A1 II,CARB,BER,8,AU52065,14,2020,9999,E,150,29670,B,0,10,6,5,13,6,6,12,7,8,99
AUDI,A1 II,CARB,BER,8,AU52065,14,2020,9999,E,150,29670,B,0,10,6,5,13,6,6,12,7,8,99
AUDI,A1 II,CARB,BER,8,AU52039,14,2019,9999,D,150,29070,B,0,7,5,5,12,6,6,12,7,6,99
AUDI,A1 II,CARB,BER,8,AU52039,14,2019,9999,D,150,29070,B,0,7,5,5,12,6,6,12,7,6,99
AUDI,A1 II,CARB,BER,8,AU52085,14,2022,9999,F,150,35080,B,0,7,5,5,12,6,6,13,7,8,99
AUDI,A1 II,CARB,BER,8,AU52085,14,2022,9999,F,150,35080,B,0,7,5,5,12,6,6,13,7,8,99
AUDI,A1 II,CARB,BER,8,AU52104,14,2023,9999,F,150,35400,B,0,7,5,5,12,6,6,13,7,6,99
AUDI,A1 II,CARB,BER,8,AU52104,14,2023,9999,F,150,35400,B,0,7,5,5,12,6,6,13,7,6,99
AUDI,A1 II,CARB,BER,8,AU52112,14,2023,9999,F,150,35950,B,0,7,5,5,12,6,6,13,7,6,99
AUDI,A1 II,CARB,BER,8,AU52112,14,2023,9999,F,150,35950,B,0,7,5,5,12,6,6,13,7,6,99
AUDI,A1 II,CARB,BER,8,AU52041,14,2019,9999,D,150,29170,B,0,7,5,5,12,6,6,12,7,6,99
AUDI,A1 II,CARB,BER,8,AU52041,14,2019,9999,D,150,29170,B,0,7,5,5,12,6,6,12,7,6,99
AUDI,A1 II,CARB,BER,8,AU52080,14,2021,2024,E,150,34110,B,0,10,6,5,13,6,6,13,7,8,99
AUDI,A1 II,CARB,BER,8,AU52080,14,2021,2024,E,150,34110,B,0,10,6,5,13,6,6,13,7,8,99
AUDI,A1 II,CARB,BER,8,AU52043,14,2019,9999,E,150,33070,B,0,7,5,5,12,6,6,13,7,6,99
AUDI,A1 II,CARB,BER,8,AU52043,14,2019,9999,E,150,33070,B,0,7,5,5,12,6,6,13,7,6,99
AUDI,A1 II,CARB,BER,8,AU52040,14,2019,9999,D,150,27970,B,0,7,5,5,12,6,6,12,7,6,99
AUDI,A1 II,CARB,BER,8,AU52040,14,2019,9999,D,150,27970,B,0,7,5,5,12,6,6,12,7,6,99
AUDI,A1 II,CARB,BER,8,AU52042,14,2019,9999,E,150,32070,B,0,7,5,5,12,6,6,13,7,6,99
AUDI,A1 II,CARB,BER,8,AU52042,14,2019,9999,E,150,32070,B,0,7,5,5,12,6,6,13,7,6,99
AUDI,A1 II,CARB,BER,8,AU52103,14,2023,9999,E,150,34400,B,0,7,5,5,12,6,6,13,7,6,99
AUDI,A1 II,CARB,BER,8,AU52103,14,2023,9999,E,150,34400,B,0,7,5,5,12,6,6,13,7,6,99
AUDI,A1 II,CARB,BER,11,AU52113,15,2023,9999,F,207,37650,B,0,3,5,11,12,13,7,13,7,6,99
AUDI,A1 II,CARB,BER,11,AU52113,15,2023,9999,F,207,37650,B,0,3,5,11,12,13,7,13,7,6,99
AUDI,A1 II,CARB,BER,11,AU52066,15,2020,9999,E,207,34190,B,0,3,5,11,12,13,7,13,7,6,99
AUDI,A1 II,CARB,BER,11,AU52066,15,2020,9999,E,207,34190,B,0,3,5,11,12,13,7,13,7,6,99
AUDI,A1 II,CARB,BER,11,AU52105,15,2023,9999,F,207,36100,B,0,3,5,11,12,13,7,13,7,6,99
AUDI,A1 II,CARB,BER,11,AU52105,15,2023,9999,F,207,36100,B,0,3,5,11,12,13,7,13,7,6,99
AUDI,A1 II,CARB,BRK,5,AU52086,10,2022,9999,D,95,26240,B,0,11,5,4,12,6,3,8,7,8,99
AUDI,A1 II,CARB,BRK,5,AU52086,10,2022,9999,D,95,26240,B,0,11,5,4,12,6,3,8,7,8,99
AUDI,A1 II,CARB,BRK,5,AU52106,10,2023,9999,D,95,26750,B,0,11,5,4,12,6,3,8,7,6,99
AUDI,A1 II,CARB,BRK,5,AU52106,10,2023,9999,D,95,26750,B,0,11,5,4,12,6,3,8,7,6,99
AUDI,A1 II,CARB,BRK,5,AU52067,10,2021,9999,D,95,26180,B,0,11,5,4,12,6,3,8,7,6,99
AUDI,A1 II,CARB,BRK,5,AU52067,10,2021,9999,D,95,26180,B,0,11,5,4,12,6,3,8,7,6,99
AUDI,A1 II,CARB,BRK,5,AU52035,10,2018,9999,D,95,24870,B,1,11,5,4,12,5,3,7,7,6,99
AUDI,A1 II,CARB,BRK,5,AU52035,10,2018,9999,D,95,24870,B,1,11,5,4,12,5,3,7,7,6,99
AUDI,A1 II,CARB,BRK,5,AU52036,10,2018,9999,E,95,29970,B,1,11,5,4,12,6,3,8,7,6,99
AUDI,A1 II,CARB,BRK,5,AU52036,10,2018,9999,E,95,29970,B,1,11,5,4,12,6,3,8,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52087,11,2022,9999,D,110,27180,B,0,11,5,4,12,6,4,9,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52087,11,2022,9999,D,110,27180,B,0,11,5,4,12,6,4,9,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52089,11,2022,9999,D,110,29080,B,0,11,5,4,12,6,4,9,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52089,11,2022,9999,D,110,29080,B,0,11,5,4,12,6,4,9,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52088,11,2022,9999,E,110,32630,B,0,11,5,4,12,6,4,11,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52088,11,2022,9999,E,110,32630,B,0,11,5,4,12,6,4,11,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52090,11,2022,9999,F,110,34530,B,0,11,5,4,12,6,4,11,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52090,11,2022,9999,F,110,34530,B,0,11,5,4,12,6,4,11,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52068,11,2021,9999,D,110,27110,B,0,11,5,4,12,6,4,9,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52068,11,2021,9999,D,110,27110,B,0,11,5,4,12,6,4,9,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52069,11,2021,9999,E,110,32210,B,0,11,5,4,12,6,4,11,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52069,11,2021,9999,E,110,32210,B,0,11,5,4,12,6,4,11,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52071,11,2021,9999,E,110,34110,B,0,11,5,4,12,6,4,11,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52071,11,2021,9999,E,110,34110,B,0,11,5,4,12,6,4,11,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52070,11,2021,9999,D,110,29010,B,0,11,5,4,12,6,4,9,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52070,11,2021,9999,D,110,29010,B,0,11,5,4,12,6,4,9,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52107,12,2023,9999,D,116,27750,B,0,11,5,4,12,5,5,9,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52107,12,2023,9999,D,116,27750,B,0,11,5,4,12,5,5,9,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52109,12,2023,9999,E,116,29650,B,0,11,5,4,12,5,5,9,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52109,12,2023,9999,E,116,29650,B,0,11,5,4,12,5,5,9,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52108,12,2023,9999,E,116,33200,B,0,11,5,4,12,5,5,11,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52108,12,2023,9999,E,116,33200,B,0,11,5,4,12,5,5,11,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52110,12,2023,9999,F,116,35100,B,0,11,5,4,12,5,5,11,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52110,12,2023,9999,F,116,35100,B,0,11,5,4,12,5,5,11,7,6,99
AUDI,A1 II,CARB,BRK,6,AU52058,11,2019,9999,D,110,25980,B,0,11,5,4,12,6,4,8,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52058,11,2019,9999,D,110,25980,B,0,11,5,4,12,6,4,8,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52059,11,2019,9999,E,110,31080,B,0,11,5,4,12,6,4,11,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52059,11,2019,9999,E,110,31080,B,0,11,5,4,12,6,4,11,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52057,11,2019,9999,E,110,32980,B,0,11,5,4,12,6,4,11,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52057,11,2019,9999,E,110,32980,B,0,11,5,4,12,6,4,11,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52056,11,2019,9999,D,110,27880,B,0,11,5,4,12,6,4,9,7,8,99
AUDI,A1 II,CARB,BRK,6,AU52056,11,2019,9999,D,110,27880,B,0,11,5,4,12,6,4,9,7,8,99
AUDI,A1 II,CARB,BRK,8,AU52091,13,2022,9999,F,150,36580,B,0,8,5,7,12,6,5,12,7,8,99
AUDI,A1 II,CARB,BRK,8,AU52091,13,2022,9999,F,150,36580,B,0,8,5,7,12,6,5,12,7,8,99
AUDI,A1 II,CARB,BRK,8,AU52072,13,2021,9999,F,150,36110,B,0,8,5,7,12,6,5,12,7,6,99
AUDI,A1 II,CARB,BRK,8,AU52072,13,2021,9999,F,150,36110,B,0,8,5,7,12,6,5,12,7,6,99
AUDI,A1 II,CARB,BRK,8,AU52045,13,2019,9999,F,150,34570,B,1,5,4,7,11,6,5,12,7,8,99
AUDI,A1 II,CARB,BRK,8,AU52045,13,2019,9999,F,150,34570,B,1,5,4,7,11,6,5,12,7,8,99
AUDI,A1 II,CARB,BRK,8,AU52044,13,2019,9999,E,150,29470,B,1,5,4,7,11,6,5,11,7,8,99
AUDI,A1 II,CARB,BRK,8,AU52044,13,2019,9999,E,150,29470,B,1,5,4,7,11,6,5,11,7,8,99
AUDI,A3 IV,DIES,BER,6,AU57115,12,2022,2025,F,116,37155,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57115,12,2022,2025,F,116,37155,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57071,12,2020,9999,F,116,36190,M1,1,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57071,12,2020,9999,F,116,36190,M1,1,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57073,12,2020,9999,G,116,41040,M1,1,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57073,12,2020,9999,G,116,41040,M1,1,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57070,12,2020,9999,F,116,35490,M1,1,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57070,12,2020,9999,F,116,35490,M1,1,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57072,12,2020,9999,F,116,40140,M1,1,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57072,12,2020,9999,F,116,40140,M1,1,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57069,12,2020,9999,E,116,32340,M1,1,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57069,12,2020,9999,E,116,32340,M1,1,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57006,12,2019,9999,D,116,29200,M1,1,9,8,7,13,6,5,10,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57006,12,2019,9999,D,116,29200,M1,1,9,8,7,13,6,5,10,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57006,12,2019,9999,D,116,29200,M1,1,9,8,7,13,6,5,10,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57006,12,2019,9999,D,116,29200,M1,1,9,8,7,13,6,5,10,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57101,12,2022,2025,F,116,34440,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57101,12,2022,2025,F,116,34440,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57102,12,2022,2025,F,116,36590,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57102,12,2022,2025,F,116,36590,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57008,12,2019,9999,E,116,33050,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57008,12,2019,9999,E,116,33050,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57008,12,2019,9999,E,116,33050,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57008,12,2019,9999,E,116,33050,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57064,12,2020,9999,F,116,35640,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57064,12,2020,9999,F,116,35640,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57007,12,2019,9999,E,116,32350,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57007,12,2019,9999,E,116,32350,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57007,12,2019,9999,E,116,32350,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57007,12,2019,9999,E,116,32350,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57010,12,2019,9999,F,116,37900,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57010,12,2019,9999,F,116,37900,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57010,12,2019,9999,F,116,37900,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57010,12,2019,9999,F,116,37900,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57066,12,2020,9999,F,116,40490,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57066,12,2020,9999,F,116,40490,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57063,12,2020,9999,F,116,34940,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57063,12,2020,9999,F,116,34940,M1,0,9,8,7,13,6,5,12,10,11,99
AUDI,A3 IV,DIES,BER,6,AU57009,12,2019,9999,F,116,37000,M1,1,9,8,7,13,6,5,12,10,9,99
AUDI,A3 IV,DIES,BER,6,AU57009,12,2019,9999,F,116,37000,M1,1,9,8,7,13,6,5,12,10,9,99
