HomeParkZipCode,HomeParkInseeCode,nom_commune_postal,latitude,longitude,code_departement,nom_departement,code_region,JobParkZipCode,JobParkInseeCode
21110,21621,TART L ABBAYE,47.183548045,5.24201161674,21,Côte-d'Or,27,21800,21452
21110,21622,TART LE BAS,47.206605373,5.22359243318,21,Côte-d'Or,27,01430,01228
21110,21623,TART LE HAUT,47.1958586219,5.20512336576,21,Côte-d'Or,27,14100,14574
21270,21624,TELLECEY,47.2904695595,5.29922695853,21,Côte-d'Or,27,07380,07223
21220,21625,TERNANT,47.2001341536,4.83291859588,21,Côte-d'Or,27,25800,25227
21290,21626,TERREFONDREE,47.7278892776,4.84233839612,21,Côte-d'Or,27,22570,22167
21150,21627,THENISSEY,47.4964918792,4.61948858454,21,Côte-d'Or,27,14480,14038
21570,21628,THOIRES,47.9407836384,4.6819546564,21,Côte-d'Or,27,09800,09129
21210,21629,THOISY LA BERCHERE,47.2605521734,4.33200696212,21,Côte-d'Or,27,18100,18279
21320,21630,THOISY LE DESERT,47.2496181728,4.5209241508,21,Côte-d'Or,27,23250,23253
21360,21631,THOMIREY,47.0875870318,4.58687586309,21,Côte-d'Or,27,08140,08343
21110,21632,THOREY EN PLAINE,47.2150904574,5.13836316838,21,Côte-d'Or,27,02200,02780
21350,21633,THOREY SOUS CHARNY,47.3298168474,4.44950750431,21,Côte-d'Or,27,12210,12223
21360,21634,THOREY SUR OUCHE,47.1486545288,4.693092626,21,Côte-d'Or,27,01470,01037
21460,21635,THOSTE,47.4356430005,4.22726106818,21,Côte-d'Or,27,04230,04178
21340,21636,THURY,47.0285432675,4.52701419303,21,Côte-d'Or,27,10200,10440
21250,21637,TICHEY,47.0128057736,5.28875732536,21,Côte-d'Or,27,14350,14061
21120,21638,TIL CHATEL,47.5191360715,5.17912297276,21,Côte-d'Or,27,09240,09007
21130,21639,TILLENAY,47.1889382841,5.3514431505,21,Côte-d'Or,27,04420,04072
21460,21640,TORCY ET POULIGNY,47.4974003502,4.23612600971,21,Côte-d'Or,27,03390,03186
21500,21641,TOUILLON,47.6589160745,4.43658043241,21,Côte-d'Or,27,14740,14568
21460,21642,TOUTRY,47.5014647498,4.12836956975,21,Côte-d'Or,27,08130,08244
21130,21643,TRECLUN,47.192371052,5.28848866288,21,Côte-d'Or,27,11120,11258
21310,21644,TROCHERES,47.3481781981,5.31468752935,21,Côte-d'Or,27,23140,23023
21170,21645,TROUHANS,47.1528128162,5.27088407904,21,Côte-d'Or,27,12310,12120
21440,21646,TROUHAUT,47.3907339814,4.76320070709,21,Côte-d'Or,27,02130,02227
21250,21647,TRUGNY,46.9718830068,5.14601366703,21,Côte-d'Or,27,18320,18143
21540,21648,TURCEY,47.4086361991,4.71869514548,21,Côte-d'Or,27,06390,06039
21350,21649,UNCEY LE FRANC,47.3434622037,4.57522013121,21,Côte-d'Or,27,08120,08081
21220,21650,URCY,47.2641409242,4.84612094396,21,Côte-d'Or,27,19700,19194
21121,21651,VAL SUZON,47.4271421558,4.90886346086,21,Côte-d'Or,27,21250,21311
21320,21652,VANDENESSE EN AUXOIS,47.2234387567,4.62083828495,21,Côte-d'Or,27,09400,09092
21400,21653,VANNAIRE,47.9154562474,4.57079661731,21,Côte-d'Or,27,03460,03011
21400,21655,VANVEY,47.8418840697,4.72616973539,21,Côte-d'Or,27,25310,25274
21110,21656,VARANGES,47.2348268799,5.19088383489,21,Côte-d'Or,27,24220,24040
21490,21657,VAROIS ET CHAIGNOT,47.3554476666,5.1255645784,21,Côte-d'Or,27,19320,19231
21340,21658,VAUCHIGNON,46.9815406669,4.65368563098,21,Côte-d'Or,27,11380,11174
21440,21659,VAUX SAULES,47.4746631132,4.82267310049,21,Côte-d'Or,27,15380,15137
21360,21660,VEILLY,47.1271334446,4.59658929547,21,Côte-d'Or,27,18350,18072
21370,21661,VELARS SUR OUCHE,47.3186399344,4.90983945871,21,Côte-d'Or,27,11220,11311
21350,21662,VELOGNY,47.4020910842,4.46540583752,21,Côte-d'Or,27,21140,21497
21150,21663,VENAREY LES LAUMES,47.5377240472,4.43966492373,21,Côte-d'Or,27,19300,19176
21150,21663,VENAREY LES LAUMES,47.5377240472,4.43966492373,21,Côte-d'Or,27,11220,11351
21330,21664,VERDONNET,47.742034197,4.33534875629,21,Côte-d'Or,27,01250,01317
21260,21665,VERNOIS LES VESVRES,47.652604247,5.15024471811,21,Côte-d'Or,27,05130,05176
21120,21666,VERNOT,47.491246958,4.96330752528,21,Côte-d'Or,27,17240,17331
21260,21667,VERONNES,47.5355759344,5.23841425575,21,Côte-d'Or,27,05000,05100
21260,21667,VERONNES,47.5355759344,5.23841425575,21,Côte-d'Or,27,03300,03056
21540,21669,VERREY SOUS DREE,47.368425324,4.68776283971,21,Côte-d'Or,27,21520,21077
21690,21670,VERREY SOUS SALMAISE,47.4384612168,4.67446130828,21,Côte-d'Or,27,19500,19115
21330,21671,VERTAULT,47.9246819197,4.32699218845,21,Côte-d'Or,27,01500,01089
21350,21672,VESVRES,47.3763024557,4.52885694721,21,Côte-d'Or,27,18100,18150
21360,21673,VEUVEY SUR OUCHE,47.182310206,4.71718039392,21,Côte-d'Or,27,25870,25133
21520,21674,VEUXHAULLES SUR AUBE,47.9393395308,4.81167181822,21,Côte-d'Or,27,05350,05157
21430,21675,VIANGES,47.1657435342,4.32416073393,21,Côte-d'Or,27,22800,22126
21140,21676,VIC DE CHASSENAY,47.4708474849,4.26265511038,21,Côte-d'Or,27,21700,21691
21360,21677,VIC DES PRES,47.1093098641,4.63600568257,21,Côte-d'Or,27,01290,01046
21390,21678,VIC SOUS THIL,47.3670141656,4.31767568757,21,Côte-d'Or,27,17800,17273
21540,21679,VIEILMOULIN,47.3142426405,4.67284381693,21,Côte-d'Or,27,14230,14763
21270,21680,VIELVERGE,47.2683512325,5.45243261786,21,Côte-d'Or,27,21350,21377
21460,21681,VIEUX CHATEAU,47.4716319276,4.13565741481,21,Côte-d'Or,27,24140,24213
21310,21682,VIEVIGNE,47.435689036,5.24044596193,21,Côte-d'Or,27,10260,10399
21230,21683,VIEVY,47.0576684335,4.45616718775,21,Côte-d'Or,27,24600,24058
21200,21684,VIGNOLES,47.025772583,4.88700502505,21,Côte-d'Or,27,22400,22093
21450,21685,VILLAINES EN DUESMOIS,47.6870774985,4.51967425037,21,Côte-d'Or,27,02830,02684
21500,21686,VILLAINES LES PREVOTES,47.5537362446,4.30749786549,21,Côte-d'Or,27,17290,17166
21210,21687,VILLARGOIX,47.29233714,4.29085327301,21,Côte-d'Or,27,03320,03309
21700,21688,VILLARS FONTAINE,47.1500426655,4.90096219055,21,Côte-d'Or,27,21610,21433
21140,21689,VILLARS ET VILLENOTTE,47.5089545362,4.37864819259,21,Côte-d'Or,27,02000,02407
21350,21690,VILLEBERNY,47.4361931172,4.60070277203,21,Côte-d'Or,27,04110,04128
21700,21691,VILLEBICHOT,47.1401359622,5.04221971149,21,Côte-d'Or,27,12270,12135
21120,21692,VILLECOMTE,47.4993295209,5.01912639867,21,Côte-d'Or,27,02500,02275
21330,21693,VILLEDIEU,47.9076292898,4.38350951271,21,Côte-d'Or,27,05140,05066
21350,21694,VILLEFERRY,47.4498866756,4.52944557667,21,Côte-d'Or,27,16110,16269
21450,21695,LA VILLENEUVE LES CONVERS,47.5761672449,4.59152552704,21,Côte-d'Or,27,23270,23102
21140,21696,VILLENEUVE SOUS CHARIGNY,47.4364542441,4.39988256271,21,Côte-d'Or,27,15500,15042
21700,21698,VILLERS LA FAYE,47.1087180571,4.88391750001,21,Côte-d'Or,27,10700,10195
21130,21699,VILLERS LES POTS,47.2102286765,5.34734391445,21,Côte-d'Or,27,03320,03146
21400,21700,VILLERS PATRAS,47.9345473428,4.5466694292,21,Côte-d'Or,27,21500,21456
21130,21701,VILLERS ROTIN,47.156020714,5.40682525494,21,Côte-d'Or,27,24550,24337
21120,21702,VILLEY SUR TILLE,47.5679614823,5.1093341205,21,Côte-d'Or,27,10130,10024
21430,21703,VILLIERS EN MORVAN,47.1432363648,4.25988582154,21,Côte-d'Or,27,10700,10379
21400,21704,VILLIERS LE DUC,47.792546579,4.70386832988,21,Côte-d'Or,27,12350,12191
21690,21705,VILLOTTE ST SEINE,47.4297198383,4.71318867842,21,Côte-d'Or,27,16190,16294
21400,21706,VILLOTTE SUR OURCE,47.8665293113,4.6920408128,21,Côte-d'Or,27,03000,03040
21350,21707,VILLY EN AUXOIS,47.4144498577,4.62905226658,21,Côte-d'Or,27,22170,22182
21250,21708,VILLY LE MOUTIER,47.0390086783,4.98680226747,21,Côte-d'Or,27,11410,11208
21500,21709,VISERNY,47.5627164354,4.28367240429,21,Côte-d'Or,27,07340,07009
21350,21710,VITTEAUX,47.3974282764,4.54312292794,21,Côte-d'Or,27,12140,12094
21400,21711,VIX,47.9073526426,4.53670759724,21,Côte-d'Or,27,25300,25157
21190,21712,VOLNAY,46.9995837009,4.78217107692,21,Côte-d'Or,27,04170,04136
21270,21713,VONGES,47.2896205229,5.39637772205,21,Côte-d'Or,27,12550,12023
21700,21714,VOSNE ROMANEE,47.1598072854,4.95546198904,21,Côte-d'Or,27,13500,13056
21230,21715,VOUDENAY,47.0944234603,4.38030260977,21,Côte-d'Or,27,15170,15053
21640,21716,VOUGEOT,47.174271631,4.95989664941,21,Côte-d'Or,27,17130,17092
21290,21717,VOULAINES LES TEMPLIERS,47.8306417712,4.77656655885,21,Côte-d'Or,27,22400,22173
22460,22001,ALLINEUC,48.3113091496,-2.86736098744,22,Côtes-d'Armor,53,11140,11060
22400,22002,ANDEL,48.4944929623,-2.55104146851,22,Côtes-d'Armor,53,21170,21581
22100,22003,AUCALEUC,48.4513138492,-2.12726351859,22,Côtes-d'Armor,53,21460,21635
22140,22004,BEGARD,48.6345594689,-3.29153247621,22,Côtes-d'Armor,53,12600,12036
22140,22004,BEGARD,48.6345594689,-3.29153247621,22,Côtes-d'Armor,53,08170,08214
22140,22004,BEGARD,48.6345594689,-3.29153247621,22,Côtes-d'Armor,53,12100,12072
22140,22004,BEGARD,48.6345594689,-3.29153247621,22,Côtes-d'Armor,53,10170,10131
22810,22005,BELLE ISLE EN TERRE,48.5310285208,-3.38188859591,22,Côtes-d'Armor,53,07340,07228
22810,22005,BELLE ISLE EN TERRE,48.5310285208,-3.38188859591,22,Côtes-d'Armor,53,02460,02749
22140,22006,BERHET,48.6978080873,-3.30901645688,22,Côtes-d'Armor,53,14380,14192
22100,22008,BOBITAL,48.4144897659,-2.09704568121,22,Côtes-d'Armor,53,08240,08057
22320,22009,LE BODEO,48.3263875308,-2.92155269412,22,Côtes-d'Armor,53,04500,04166
22170,22011,BOQUEHO,48.4679009136,-2.98514567915,22,Côtes-d'Armor,53,07210,07302
22240,22012,LA BOUILLIE,48.583703743,-2.44206037787,22,Côtes-d'Armor,53,14710,14168
22390,22013,BOURBRIAC,48.465978498,-3.19983137965,22,Côtes-d'Armor,53,21350,21040
22130,22014,BOURSEUL,48.4671372478,-2.26507368746,22,Côtes-d'Armor,53,14700,14649
22510,22015,BREHAND,48.393898689,-2.58915945139,22,Côtes-d'Armor,53,14220,14635
22870,22016,ILE DE BREHAT,48.851165388,-3.00126760584,22,Côtes-d'Armor,53,08260,08189
22140,22018,BRELIDY,48.6489532985,-3.22763480343,22,Côtes-d'Armor,53,18380,18115
22170,22019,BRINGOLO,48.5771136363,-3.00615550724,22,Côtes-d'Armor,53,22100,22118
22250,22020,BROONS,48.3108134882,-2.24133807266,22,Côtes-d'Armor,53,19490,19203
22100,22021,BRUSVILY,48.3939754306,-2.11740584106,22,Côtes-d'Armor,53,17400,17125
22160,22023,BULAT PESTIVIEN,48.4345552125,-3.33259319991,22,Côtes-d'Armor,53,24410,24216
22160,22024,CALANHEL,48.4405735546,-3.47617281469,22,Côtes-d'Armor,53,11200,11064
22160,22025,CALLAC,48.4223048141,-3.41625904984,22,Côtes-d'Armor,53,16110,16282
22100,22026,CALORGUEN,48.4051166885,-2.02621322021,22,Côtes-d'Armor,53,25490,25237
22210,22027,LE CAMBOUT,48.0588495692,-2.62105802782,22,Côtes-d'Armor,53,12600,12118
22450,22028,CAMLEZ,48.7831858864,-3.31551057887,22,Côtes-d'Armor,53,11420,11278
22480,22029,CANIHUEL,48.3372803987,-3.09549135055,22,Côtes-d'Armor,53,17230,17208
22300,22030,CAOUENNEC LANVEZEAC,48.7062365317,-3.36791409215,22,Côtes-d'Armor,53,25110,25298
22300,22030,CAOUENNEC LANVEZEAC,48.7062365317,-3.36791409215,22,Côtes-d'Armor,53,22100,22259
22160,22031,CARNOET,48.3597303691,-3.53248136925,22,Côtes-d'Armor,53,16300,16405
22350,22032,CAULNES,48.302140665,-2.16070598296,22,Côtes-d'Armor,53,02240,02636
22530,22033,CAUREL,48.2174929186,-3.03912120085,22,Côtes-d'Armor,53,14250,14159
22140,22034,CAVAN,48.6827644007,-3.35255264768,22,Côtes-d'Armor,53,03150,03266
22630,22035,LES CHAMPS GERAUX,48.4255779287,-1.97788304243,22,Côtes-d'Armor,53,24330,24026
22350,22036,LA CHAPELLE BLANCHE,48.2679026363,-2.12896816388,22,Côtes-d'Armor,53,07430,07225
22160,22037,LA CHAPELLE NEUVE,48.4656069567,-3.4406776147,22,Côtes-d'Armor,53,10310,10426
22170,22038,CHATELAUDREN,48.5398477577,-2.97194076452,22,Côtes-d'Armor,53,03330,03295
22210,22039,LA CHEZE,48.1346308811,-2.66260913976,22,Côtes-d'Armor,53,11170,11437
22970,22040,COADOUT,48.5151774425,-3.17890331471,22,Côtes-d'Armor,53,10210,10185
22140,22041,COATASCORN,48.6698011801,-3.25550198639,22,Côtes-d'Armor,53,12240,12059
22450,22042,COATREVEN,48.7630037964,-3.32610620924,22,Côtes-d'Armor,53,24590,24412
22210,22043,COETLOGON,48.1328534354,-2.54349043634,22,Côtes-d'Armor,53,22200,22161
22400,22044,COETMIEUX,48.4866224829,-2.59223420538,22,Côtes-d'Armor,53,03420,03007
22800,22045,COHINIAC,48.4521950063,-2.94662716848,22,Côtes-d'Armor,53,14990,14066
22330,22046,LE MENE,48.2937312654,-2.52246803693,22,Côtes-d'Armor,53,02300,02173
22330,22046,LE MENE,48.2937312654,-2.52246803693,22,Côtes-d'Armor,53,11420,11419
22330,22046,LE MENE,48.2937312654,-2.52246803693,22,Côtes-d'Armor,53,22720,22322
22330,22046,LE MENE,48.2937312654,-2.52246803693,22,Côtes-d'Armor,53,12600,12118
22330,22046,LE MENE,48.2937312654,-2.52246803693,22,Côtes-d'Armor,53,23260,23069
22330,22046,LE MENE,48.2937312654,-2.52246803693,22,Côtes-d'Armor,53,11290,11018
22330,22046,LE MENE,48.2937312654,-2.52246803693,22,Côtes-d'Armor,53,14490,14121
22320,22047,CORLAY,48.3097462956,-3.0377460051,22,Côtes-d'Armor,53,02120,02494
22130,22048,CORSEUL,48.4828884637,-2.16620752689,22,Côtes-d'Armor,53,21330,21664
22130,22049,CREHEN,48.5403697104,-2.19064428046,22,Côtes-d'Armor,53,06140,06148
22100,22050,DINAN,48.4557709953,-2.04816149693,22,Côtes-d'Armor,53,11230,11249
22160,22052,DUAULT,48.3648237544,-3.43619932088,22,Côtes-d'Armor,53,17410,17369
22250,22053,EREAC,48.2743206835,-2.34355511126,22,Côtes-d'Armor,53,14540,14176
22430,22054,ERQUY,48.6194186311,-2.45858442922,22,Côtes-d'Armor,53,06590,06138
22430,22054,ERQUY,48.6194186311,-2.45858442922,22,Côtes-d'Armor,53,24520,24570
22430,22054,ERQUY,48.6194186311,-2.45858442922,22,Côtes-d'Armor,53,08370,08269
22520,22055,BINIC ETABLES SUR MER,48.6255350477,-2.8413899481,22,Côtes-d'Armor,53,11250,11201
22680,22055,BINIC ETABLES SUR MER,48.6255350477,-2.8413899481,22,Côtes-d'Armor,53,13530,13110
22630,22056,EVRAN,48.3848559678,-1.97961537709,22,Côtes-d'Armor,53,21310,21079
22290,22057,LE FAOUET,48.6788862743,-3.07342665968,22,Côtes-d'Armor,53,01240,01359
22800,22059,LE FOEIL,48.4178424268,-2.91449094191,22,Côtes-d'Armor,53,24800,24496
22150,22060,GAUSSON,48.2927028032,-2.76114606915,22,Côtes-d'Armor,53,07100,07265
22110,22061,GLOMEL,48.2058975829,-3.38820300244,22,Côtes-d'Armor,53,01090,01165
22230,22062,GOMENE,48.1798510762,-2.49181773591,22,Côtes-d'Armor,53,14690,14343
22290,22063,GOMMENEC H,48.63755375,-3.04800718456,22,Côtes-d'Armor,53,11250,11201
22570,22064,GOUAREC,48.2358108068,-3.1953780576,22,Côtes-d'Armor,53,01570,01023
22290,22065,GOUDELIN,48.6033329233,-3.02259063099,22,Côtes-d'Armor,53,14430,14203
22200,22067,GRACES,48.5450744926,-3.18200897738,22,Côtes-d'Armor,53,21121,21315
22200,22067,GRACES,48.5450744926,-3.18200897738,22,Côtes-d'Armor,53,04100,04112
22460,22068,GRACE UZEL,48.2502051876,-2.79367583323,22,Côtes-d'Armor,53,02140,02341
22350,22069,GUENROC,48.3136181449,-2.08136290156,22,Côtes-d'Armor,53,09500,09153
22200,22070,GUINGAMP,48.5612759498,-3.15330223539,22,Côtes-d'Armor,53,08450,08063
22350,22071,GUITTE,48.2908086069,-2.10295058858,22,Côtes-d'Armor,53,09800,09025
22390,22072,GURUNHUEL,48.5082694097,-3.28883122732,22,Côtes-d'Armor,53,14410,14726
22320,22073,LA HARMOYE,48.3463965,-2.96935303524,22,Côtes-d'Armor,53,09000,09236
22320,22074,LE HAUT CORLAY,48.3406704165,-3.03202477497,22,Côtes-d'Armor,53,14600,14304
22600,22075,HEMONSTOIR,48.1571543373,-2.84985311411,22,Côtes-d'Armor,53,04150,04095
22550,22076,HENANBIHEN,48.557629556,-2.38155761099,22,Côtes-d'Armor,53,21410,21559
22400,22077,HENANSAL,48.5382499804,-2.44821651079,22,Côtes-d'Armor,53,14330,14705
22450,22078,HENGOAT,48.7483921174,-3.20205680693,22,Côtes-d'Armor,53,10270,10255
22150,22079,HENON,48.3866424703,-2.68322883028,22,Côtes-d'Armor,53,09300,09003
22120,22081,HILLION,48.5029884697,-2.64614749418,22,Côtes-d'Armor,53,10510,10089
22120,22081,HILLION,48.5029884697,-2.64614749418,22,Côtes-d'Armor,53,07460,07031
22100,22082,LE HINGLE,48.3975920314,-2.08327333205,22,Côtes-d'Armor,53,14290,14147
22230,22083,ILLIFAUT,48.1441743723,-2.3357832336,22,Côtes-d'Armor,53,14130,14748
22270,22084,JUGON LES LACS COMMUNE NOUVELLE,48.4166591067,-2.32522349689,22,Côtes-d'Armor,53,04170,04173
22270,22084,JUGON LES LACS COMMUNE NOUVELLE,48.4166591067,-2.32522349689,22,Côtes-d'Armor,53,19230,19024
22270,22084,JUGON LES LACS COMMUNE NOUVELLE,48.4166591067,-2.32522349689,22,Côtes-d'Armor,53,14430,14070
22270,22084,JUGON LES LACS COMMUNE NOUVELLE,48.4166591067,-2.32522349689,22,Côtes-d'Armor,53,10130,10196
22610,22085,KERBORS,48.8236353401,-3.1817520424,22,Côtes-d'Armor,53,11160,11200
22500,22086,KERFOT,48.7371295698,-3.03104722579,22,Côtes-d'Armor,53,14290,14194
22110,22087,KERGRIST MOELOU,48.29472326,-3.32538204171,22,Côtes-d'Armor,53,08290,08208
22480,22088,KERIEN,48.4091455104,-3.22991247823,22,Côtes-d'Armor,53,07140,07334
22450,22090,KERMARIA SULARD,48.7735327314,-3.37254108422,22,Côtes-d'Armor,53,16210,16112
22140,22091,KERMOROC H,48.614435841,-3.20327360757,22,Côtes-d'Armor,53,10120,10340
22480,22092,KERPERT,48.3896278473,-3.13681075222,22,Côtes-d'Armor,53,21220,21650
22400,22093,LAMBALLE,48.4684404751,-2.49534815954,22,Côtes-d'Armor,53,18390,18226
22400,22093,LAMBALLE,48.4684404751,-2.49534815954,22,Côtes-d'Armor,53,15600,15167
22400,22093,LAMBALLE,48.4684404751,-2.49534815954,22,Côtes-d'Armor,53,11170,11089
22400,22093,LAMBALLE,48.4684404751,-2.49534815954,22,Côtes-d'Armor,53,22500,22162
22400,22093,LAMBALLE,48.4684404751,-2.49534815954,22,Côtes-d'Armor,53,17210,17243
22400,22093,LAMBALLE,48.4684404751,-2.49534815954,22,Côtes-d'Armor,53,01300,01117
22770,22094,LANCIEUX,48.6012844665,-2.14729508559,22,Côtes-d'Armor,53,08360,08126
22140,22095,LANDEBAERON,48.6375635962,-3.20497735412,22,Côtes-d'Armor,53,02820,02676
22130,22096,LANDEBIA,48.5152409812,-2.33740214876,22,Côtes-d'Armor,53,08270,08472
22980,22097,LA LANDEC,48.4261108974,-2.18321076589,22,Côtes-d'Armor,53,24610,24454
22400,22098,LANDEHEN,48.4222879155,-2.54229267406,22,Côtes-d'Armor,53,11140,11302
22800,22099,LANFAINS,48.3653621373,-2.91178425275,22,Côtes-d'Armor,53,02140,02321
22150,22100,LANGAST,48.2837507892,-2.65609713563,22,Côtes-d'Armor,53,01640,01056
22450,22101,LANGOAT,48.7347929151,-3.29767130606,22,Côtes-d'Armor,53,09120,09179
22490,22103,LANGROLAY SUR RANCE,48.5530223296,-2.01383816063,22,Côtes-d'Armor,53,02260,02197
22980,22104,LANGUEDIAS,48.3929940858,-2.20566739672,22,Côtes-d'Armor,53,24120,24116
22130,22105,LANGUENAN,48.5115119338,-2.13296467458,22,Côtes-d'Armor,53,12500,12096
22360,22106,LANGUEUX,48.5000522834,-2.70972282168,22,Côtes-d'Armor,53,24420,24162
22360,22106,LANGUEUX,48.5000522834,-2.70972282168,22,Côtes-d'Armor,53,23000,23191
22570,22107,LANISCAT,48.2402807469,-3.13725653018,22,Côtes-d'Armor,53,25340,25246
22290,22108,LANLEFF,48.693037024,-3.04509377932,22,Côtes-d'Armor,53,02200,02003
22580,22109,LANLOUP,48.7099285646,-2.96884384171,22,Côtes-d'Armor,53,14150,14488
22300,22110,LANMERIN,48.7402849617,-3.35598717898,22,Côtes-d'Armor,53,25330,25236
22610,22111,LANMODEZ,48.8449357716,-3.09870207936,22,Côtes-d'Armor,53,17200,17306
22290,22112,LANNEBERT,48.6506329837,-3.00889441473,22,Côtes-d'Armor,53,03130,03154
22300,22113,LANNION,48.7433496707,-3.46159799691,22,Côtes-d'Armor,53,02220,02179
22300,22113,LANNION,48.7433496707,-3.46159799691,22,Côtes-d'Armor,53,09140,09291
22250,22114,LANRELAS,48.2463148524,-2.29585343012,22,Côtes-d'Armor,53,18300,18258
22480,22115,LANRIVAIN,48.3590715356,-3.21502057949,22,Côtes-d'Armor,53,14430,14329
22170,22116,LANRODEC,48.4997744033,-3.04323930161,22,Côtes-d'Armor,53,14290,14371
22410,22117,LANTIC,48.6040161525,-2.89860242151,22,Côtes-d'Armor,53,19290,19261
22410,22117,LANTIC,48.6040161525,-2.89860242151,22,Côtes-d'Armor,53,11400,11383
22100,22118,LANVALLAY,48.451759809,-2.01053362747,22,Côtes-d'Armor,53,16240,16197
22100,22118,LANVALLAY,48.451759809,-2.01053362747,22,Côtes-d'Armor,53,14240,14664
22100,22118,LANVALLAY,48.451759809,-2.01053362747,22,Côtes-d'Armor,53,10350,10281
22420,22119,LANVELLEC,48.6072769742,-3.52795086821,22,Côtes-d'Armor,53,18390,18158
22290,22121,LANVOLLON,48.6334353937,-2.98974658224,22,Côtes-d'Armor,53,04110,04175
22230,22122,LAURENAN,48.214928975,-2.51844644739,22,Côtes-d'Armor,53,10100,10164
22100,22123,LEHON,48.4386870664,-2.05362352252,22,Côtes-d'Armor,53,01250,01095
22570,22124,LESCOUET GOUAREC,48.1688076407,-3.20708353658,22,Côtes-d'Armor,53,18290,18055
22800,22126,LE LESLAY,48.4240369028,-2.96496738118,22,Côtes-d'Armor,53,14440,14509
22740,22127,LEZARDRIEUX,48.8036302757,-3.1089212671,22,Côtes-d'Armor,53,23260,23156
22740,22127,LEZARDRIEUX,48.8036302757,-3.1089212671,22,Côtes-d'Armor,53,17320,17219
22340,22128,LOCARN,48.3325702433,-3.41128829706,22,Côtes-d'Armor,53,05120,05180
22810,22129,LOC ENVEL,48.5098602173,-3.40963775172,22,Côtes-d'Armor,53,21400,21149
22780,22131,LOGUIVY PLOUGRAS,48.5106432062,-3.49141017809,22,Côtes-d'Armor,53,06620,06068
22160,22132,LOHUEC,48.4622299477,-3.52706033812,22,Côtes-d'Armor,53,16250,16175
22230,22133,LOSCOUET SUR MEU,48.1756621507,-2.25102250347,22,Côtes-d'Armor,53,12120,12207
22700,22134,LOUANNEC,48.784228067,-3.41180213141,22,Côtes-d'Armor,53,01480,01021
22540,22135,LOUARGAT,48.5612002546,-3.34101341684,22,Côtes-d'Armor,53,02330,02053
22540,22135,LOUARGAT,48.5612002546,-3.34101341684,22,Côtes-d'Armor,53,14170,14697
22600,22136,LOUDEAC,48.1740293909,-2.75097544378,22,Côtes-d'Armor,53,10220,10019
22340,22137,MAEL CARHAIX,48.2882583933,-3.41055453588,22,Côtes-d'Armor,53,22970,22225
22160,22138,MAEL PESTIVIEN,48.4041439455,-3.29047753101,22,Côtes-d'Armor,53,25580,25233
22480,22139,MAGOAR,48.4014791797,-3.17683150535,22,Côtes-d'Armor,53,08400,08256
22640,22140,LA MALHOURE,48.3961928659,-2.49404154442,22,Côtes-d'Armor,53,21390,21529
22450,22141,MANTALLOT,48.7102228776,-3.29192042144,22,Côtes-d'Armor,53,24420,24521
22550,22143,MATIGNON,48.6017682782,-2.29021789488,22,Côtes-d'Armor,53,04420,04036
22440,22144,LA MEAUGON,48.5044768613,-2.84729418508,22,Côtes-d'Armor,53,03210,03012
22270,22145,MEGRIT,48.38979598,-2.26731642249,22,Côtes-d'Armor,53,25570,25285
22110,22146,MELLIONNEC,48.1687655698,-3.28980026504,22,Côtes-d'Armor,53,08090,08298
22230,22147,MERDRIGNAC,48.1936252026,-2.39598361343,22,Côtes-d'Armor,53,02870,02151
22230,22148,MERILLAC,48.249384359,-2.39127521375,22,Côtes-d'Armor,53,02290,02277
22460,22149,MERLEAC,48.2725811849,-2.91089143126,22,Côtes-d'Armor,53,08190,08004
22200,22150,LE MERZER,48.5816215935,-3.07507907802,22,Côtes-d'Armor,53,07230,07088
22220,22152,MINIHY TREGUIER,48.7680136612,-3.25834095336,22,Côtes-d'Armor,53,12150,12270
22510,22153,MONCONTOUR,48.3581980369,-2.63225581837,22,Côtes-d'Armor,53,14190,14097
22400,22154,MORIEUX,48.520297083,-2.60995239978,22,Côtes-d'Armor,53,15600,15167
22600,22155,LA MOTTE,48.2311050733,-2.70470655082,22,Côtes-d'Armor,53,18200,18009
22200,22156,MOUSTERU,48.5285458399,-3.23462058455,22,Côtes-d'Armor,53,21540,21121
22340,22157,LE MOUSTOIR,48.2739501884,-3.49152606471,22,Côtes-d'Armor,53,14600,14333
22530,22158,MUR DE BRETAGNE,48.1957524474,-2.9837108711,22,Côtes-d'Armor,53,15190,15170
22400,22160,NOYAL,48.4508228232,-2.46340477987,22,Côtes-d'Armor,53,01700,01043
22200,22161,PABU,48.58310885,-3.14288475584,22,Côtes-d'Armor,53,03130,03208
22500,22162,PAIMPOL,48.7733386239,-3.05459397042,22,Côtes-d'Armor,53,24140,24414
22340,22163,PAULE,48.2274085967,-3.46128178015,22,Côtes-d'Armor,53,02160,02396
22540,22164,PEDERNEC,48.5880169887,-3.27690620211,22,Côtes-d'Armor,53,24410,24376
22540,22164,PEDERNEC,48.5880169887,-3.27690620211,22,Côtes-d'Armor,53,15200,15120
22510,22165,PENGUILY,48.3715193547,-2.49421726278,22,Côtes-d'Armor,53,02860,02429
22710,22166,PENVENAN,48.816014407,-3.30224745841,22,Côtes-d'Armor,53,17460,17191
22710,22166,PENVENAN,48.816014407,-3.30224745841,22,Côtes-d'Armor,53,19200,19167
22710,22166,PENVENAN,48.816014407,-3.30224745841,22,Côtes-d'Armor,53,10210,10185
